Idea_ID,Idea_Title,SEO_Run_ID,Search_Query,Competitor_Title,Channel,Video_ID,URL,View_Count,Duration_Seconds,Similarity,Level,Is_Strong,Discovered_At
1,Rice Titan Harvester,34,Paddy Harvesting machine,"007 🔥 Iseki 6123, 6-row, 123 horsepower Japanese rice harvester",Farm Machinery Reviews,,https://www.youtube.com/watch?v=I8PuqB-ytWM,6071,,0.2,SUBSTITUTE,0,2026-09-09 09:49:15.928229
1,Rice Titan Harvester,35,rice harvester,World's Biggest Harvester,TechWorld,,https://youtu.be/abc12345,500000,,0.2,SUBSTITUTE,1,2026-09-09 09:49:42.423287
1,Rice Titan Harvester,36,rice harvester,World's Biggest Harvester,TechWorld,,https://youtu.be/abc12345,500000,,0.2,SUBSTITUTE,1,2026-09-09 09:50:12.765769
1,Rice Titan Harvester,37,rice harvester,World's Biggest Harvester,TechWorld,,https://youtu.be/abc12345,500000,,0.2,SUBSTITUTE,1,2026-09-09 09:51:05.378008
1,Rice Titan Harvester,38,rice harvester,World's Biggest Harvester,TechWorld,,https://youtu.be/abc12345,500000,,0.2,SUBSTITUTE,1,2026-09-09 09:52:46.301427
1,Rice Titan Harvester,39,rice harvester,World's Biggest Harvester,TechWorld,,https://youtu.be/abc12345,500000,,0.2,SUBSTITUTE,1,2026-09-09 09:53:35.612012
1,Rice Titan Harvester,40,rice harvester,World's Biggest Harvester,TechWorld,,https://youtu.be/abc12345,500000,,0.2,SUBSTITUTE,1,2026-09-09 09:54:38.876254
1,Rice Titan Harvester,41,rice harvester,World's Biggest Harvester,TechWorld,,https://youtu.be/abc12345,500000,,0.2,SUBSTITUTE,1,2026-09-09 09:55:01.050007
1,Rice Titan Harvester,42,rice harvester,World's Biggest Harvester,TechWorld,,https://youtu.be/abc12345,500000,,0.2,SUBSTITUTE,1,2026-09-09 09:56:02.004967
1,Rice Titan Harvester,43,rice harvester,World's Biggest Harvester,TechWorld,,https://youtu.be/abc12345,500000,,0.2,SUBSTITUTE,1,2026-09-09 09:57:23.606134
1,Rice Titan Harvester,44,rice harvester,World's Biggest Harvester,TechWorld,,https://youtu.be/abc12345,500000,,0.2,SUBSTITUTE,1,2026-09-09 10:00:11.372884
1,Rice Titan Harvester,45,rice harvester,World's Biggest Harvester,TechWorld,,https://youtu.be/abc12345,500000,,0.2,SUBSTITUTE,1,2026-09-09 10:10:02.484893
1,Rice Titan Harvester,46,rice harvester,World's Biggest Harvester,TechWorld,,https://youtu.be/abc12345,500000,,0.2,SUBSTITUTE,1,2026-09-09 10:10:51.335856
1,Rice Titan Harvester,47,rice harvester,World's Biggest Harvester,TechWorld,,https://youtu.be/abc12345,500000,,0.2,SUBSTITUTE,1,2026-09-09 10:11:17.218486
1,Rice Titan Harvester,49,rice harvester,World's Biggest Harvester,TechWorld,,https://youtu.be/abc12345,500000,,0.2,SUBSTITUTE,1,2026-09-10 18:21:29.418556
1,Rice Titan Harvester,50,rice harvester,World's Biggest Harvester,TechWorld,,https://youtu.be/abc12345,500000,,0.2,SUBSTITUTE,1,2026-09-11 04:08:46.714868
1,Rice Titan Harvester,51,rice harvester,World's Biggest Harvester,TechWorld,,https://youtu.be/abc12345,500000,,0.2,SUBSTITUTE,1,2026-09-11 04:09:40.979461
1,Rice Titan Harvester,52,rice harvester,World's Biggest Harvester,TechWorld,,https://youtu.be/abc12345,500000,,0.2,SUBSTITUTE,1,2026-09-11 04:29:51.722141
1,Rice Titan Harvester,53,rice harvester,World's Biggest Harvester,TechWorld,,https://youtu.be/abc12345,500000,,0.2,SUBSTITUTE,1,2026-09-11 05:28:05.943251
1,Rice Titan Harvester,34,Paddy Harvesting machine,4GK90 Rice reaper binder,"Yancheng Xinmingyue Machinery Manufacture Co., Ltd",,https://www.youtube.com/watch?v=djVrCmV6RxE,1044813,,0.1667,SUBSTITUTE,1,2026-09-09 09:49:15.913266
1,Rice Titan Harvester,34,Paddy Harvesting machine,Top diy tractor making mini Rice Harvester Machine | diy Planting & Harvesting Rice Fields | HP Mini,HP Mini DIY Tractor,,https://www.youtube.com/watch?v=N6eHLB3C8uA,67772259,,0.1667,SUBSTITUTE,1,2026-09-09 09:49:15.923087
1,Rice Titan Harvester,34,Paddy Harvesting machine,2015 稲刈り　Japanese harvesting of the rice,SHIO Channel,,https://www.youtube.com/watch?v=BHJzzUvd2vA,7430509,,0.1667,SUBSTITUTE,1,2026-09-09 09:49:15.928789
1,Rice Titan Harvester,31,Paddy Harvesting,How to draw HARVESTER / drawing Combine Harvester step by step,17 Easy Drawing,,https://www.youtube.com/watch?v=l9ZztVWRKtw,2159,,0.1429,SUBSTITUTE,0,2026-09-04 12:07:17.092820
1,Rice Titan Harvester,31,Paddy Harvesting,DO-IT – Farmer harvesting organic Basmati rice in India,DO IT Organic,,https://www.youtube.com/watch?v=OuInpXWh4AM,38854,,0.125,SUBSTITUTE,0,2026-09-04 12:07:17.075606
1,Rice Titan Harvester,34,Paddy Harvesting machine,Yanmar Aw 70 Gv harvester working | New model harvester machine ||,JCB Babul,,https://www.youtube.com/watch?v=1s5evqmTR3c,890608,,0.125,SUBSTITUTE,1,2026-09-09 09:49:15.917053
1,Rice Titan Harvester,31,Paddy Harvesting,How Tons of Rice Harvested & Processed | Modern Rice Agriculture Technology,Wondastic Tech,,https://www.youtube.com/watch?v=kT1R7Hkps5M,767235,,0.1111,IRRELEVANT,1,2026-09-04 12:07:17.075606
1,Rice Titan Harvester,31,Paddy Harvesting,Amazing Rice Growing process in the Philippines from Seed to Table!,Global Lens,,https://www.youtube.com/watch?v=4dxzlspJ1eg,105283,,0.1111,IRRELEVANT,1,2026-09-04 12:07:17.075606
1,Rice Titan Harvester,34,Paddy Harvesting machine,Mini combine harvester I Paddy harvester machine I Dhan katne ki machine,Blue Chemp,,https://www.youtube.com/watch?v=dM9Kp0SvScs,23636,,0.1111,IRRELEVANT,0,2026-09-09 09:49:15.913534
1,Rice Titan Harvester,34,Paddy Harvesting machine,How Japanese Farmers Harvest Millions of Rice | Farming Documentary,Posy Farm,,https://www.youtube.com/watch?v=PqHHrEUPTz4,263329,,0.1111,IRRELEVANT,1,2026-09-09 09:49:15.927584
1,Rice Titan Harvester,34,Paddy Harvesting machine,Kubota Combine Harvester DR6130SX specification work scene,西川ライス Nishikawa Rice,,https://www.youtube.com/watch?v=DnE3XdgWZmQ,822501,,0.1111,IRRELEVANT,1,2026-09-09 09:49:15.929338
1,Rice Titan Harvester,31,Paddy Harvesting,Amazing Rice Harvesting in the Village 🌾 | Modern Rice Harvesting Machine | China Rice Field,Mei Ling,,https://www.youtube.com/watch?v=NqzHigbdEew,1,,0.1,IRRELEVANT,0,2026-09-04 12:07:17.075606
1,Rice Titan Harvester,31,Paddy Harvesting,Mini Harvester machine testing in wheat field I Mini harvester I japani harvester I paddy harvester,Blue Chemp,,https://www.youtube.com/watch?v=nBM24H2z9Vg,493988,,0.1,IRRELEVANT,1,2026-09-04 12:07:17.075606
1,Rice Titan Harvester,31,Paddy Harvesting,Preet Combine Harvester and Sonalika 60 Rx Tractor with Full Size Trailer,Pramod`s Life,,https://www.youtube.com/watch?v=RH-Qa4DI7k0,72651537,,0.1,IRRELEVANT,1,2026-09-04 12:07:17.075606
1,Rice Titan Harvester,34,Paddy Harvesting machine,Mini Harvester machine testing in wheat field I Mini harvester I japani harvester I paddy harvester,Blue Chemp,,https://www.youtube.com/watch?v=nBM24H2z9Vg,495544,,0.1,IRRELEVANT,1,2026-09-09 09:49:15.911011
1,Rice Titan Harvester,34,Paddy Harvesting machine,Korean Rice Harvesting With Machine||Amazing agriculture technology of Korea||,Umesh Thimrahang,,https://www.youtube.com/watch?v=5PLBCHVsgbo,563,,0.1,IRRELEVANT,0,2026-09-09 09:49:15.918733
1,Rice Titan Harvester,31,Paddy Harvesting,"How To Harvest Upland Sticky Rice - Bring Upland Rice Go To Market Sell, Free Bushcraft",Phương - Free Bushcraft,,https://www.youtube.com/watch?v=kcIzl8Lb864,2471859,,0.0909,IRRELEVANT,1,2026-09-04 12:07:17.075606
1,Rice Titan Harvester,31,Paddy Harvesting,How Taiwan Farmers Harvest Rice - Rice Planting and Harvesting Process | Farming Documentary,Sprout Garden,,https://www.youtube.com/watch?v=vi1JFOInKrI,1078473,,0.0909,IRRELEVANT,1,2026-09-04 12:07:17.075606
1,Rice Titan Harvester,31,Paddy Harvesting,How American Farmers Harvest 9.97 Million Tons of Rice by Machine | Farming Documentary,Sprout Garden,,https://www.youtube.com/watch?v=3OHH9gSgnzs,397291,,0.0909,IRRELEVANT,1,2026-09-04 12:07:17.075606
1,Rice Titan Harvester,31,Paddy Harvesting,Driverless REAPER BINDER MACHINE Harvesting Paddy / Rice | Automatic Mini Reaper Binder Machine,AgriBasket Tools,,https://www.youtube.com/watch?v=B19D_qjqds4,3421947,,0.0909,IRRELEVANT,1,2026-09-04 12:07:17.075606
1,Rice Titan Harvester,34,Paddy Harvesting machine,Driverless REAPER BINDER MACHINE Harvesting Paddy / Rice | Automatic Mini Reaper Binder Machine,AgriBasket Tools,,https://www.youtube.com/watch?v=B19D_qjqds4,3900053,,0.0909,IRRELEVANT,1,2026-09-09 09:49:15.914715
1,Rice Titan Harvester,34,Paddy Harvesting machine,Yanmar YH 700 Full Feed Combine Harvester - Combine Harvester Demo - Agri Tools,Agri Tools,,https://www.youtube.com/watch?v=hcup6mAU5aU,1135595,,0.0909,IRRELEVANT,1,2026-09-09 09:49:15.916460
1,Rice Titan Harvester,34,Paddy Harvesting machine,Rice Harvesting Machines Working at Full Power | Farming Equipment Demonstration,Machine TV Cambodia,,https://www.youtube.com/watch?v=hVNNHtCQYs8,1642,,0.0909,IRRELEVANT,0,2026-09-09 09:49:15.920699
1,Rice Titan Harvester,34,Paddy Harvesting machine,Amazing Rice Harvesting Machine Working in the Fields! | Modern Farming Technology,Farm Machinery TV,,https://www.youtube.com/watch?v=69yYPK56VLU,646,,0.0909,IRRELEVANT,0,2026-09-09 09:49:15.923657
1,Rice Titan Harvester,34,Paddy Harvesting machine,How Taiwan Farmers Harvest Rice - Rice Planting and Harvesting Process | Farming Documentary,Sprout Garden,,https://www.youtube.com/watch?v=vi1JFOInKrI,1081757,,0.0909,IRRELEVANT,1,2026-09-09 09:49:15.924087
1,Rice Titan Harvester,31,Paddy Harvesting,2025 New Model Gam Harvester Boro Paddy Cutting Work | Harvester Machine,Assam Vehicle Channel ,,https://www.youtube.com/watch?v=5itpJAWmPCA,254342,,0.0833,IRRELEVANT,1,2026-09-04 12:07:17.075606
1,Rice Titan Harvester,34,Paddy Harvesting machine,2025 New Model Gam Harvester Boro Paddy Cutting Work | Harvester Machine,Assam Vehicle Channel ,,https://www.youtube.com/watch?v=5itpJAWmPCA,257192,,0.0833,IRRELEVANT,1,2026-09-09 09:49:15.910003
1,Rice Titan Harvester,31,Paddy Harvesting,How Taiwan Farmers Plant and Harvest Rice to a New Level | Most Satisfying Agriculture Technology,AhTech,,https://www.youtube.com/watch?v=BETc5iM9iYk,1776112,,0.0769,IRRELEVANT,1,2026-09-04 12:07:17.075606
1,Rice Titan Harvester,31,Paddy Harvesting,"Full Moon, Fragrance of Ripe Rice, Farmers Busy Harvesting Crops | Liziqi Channel",李子柒 Liziqi,,https://www.youtube.com/watch?v=xSDMTIe90AY,43519569,,0.0769,IRRELEVANT,1,2026-09-04 12:07:17.075606
1,Rice Titan Harvester,34,Paddy Harvesting machine,How Taiwan Farmers Plant and Harvest Rice to a New Level | Most Satisfying Agriculture Technology,AhTech,,https://www.youtube.com/watch?v=BETc5iM9iYk,1783512,,0.0769,IRRELEVANT,1,2026-09-09 09:49:15.919881
1,Rice Titan Harvester,31,Paddy Harvesting,How to draw a scenery of cultivation Step by step (very easy) || Art video,Farjana Drawing Academy,,https://www.youtube.com/watch?v=IxRge0xg2MA,850962,,0.0,IRRELEVANT,1,2026-09-04 12:07:17.075606
1,Rice Titan Harvester,31,Paddy Harvesting,How to draw a Crops / Paddy Harvesting Scenery easy || pencil sketch || VJB Drawing Place,VJB Drawing,,https://www.youtube.com/watch?v=HCiR7Q9arjs,1727,,0.0,IRRELEVANT,0,2026-09-04 12:07:17.075606
1,Rice Titan Harvester,31,Paddy Harvesting,Paddy Field With Farmer Scenery Drawing Easy | Cultivation Scenery Drawing | Village Farmer Drawing,Jharna Art Gallery,,https://www.youtube.com/watch?v=65PF2ameQ8I,153961,,0.0,IRRELEVANT,1,2026-09-04 12:07:17.091275
1,Rice Titan Harvester,31,Paddy Harvesting,agriculture drawing of farmer working in the field,Bhutnath Painting Academy,,https://www.youtube.com/watch?v=AX64QWgWJTU,293264,,0.0,IRRELEVANT,1,2026-09-04 12:07:17.091275
1,Rice Titan Harvester,31,Paddy Harvesting,How to draw the scenery of farmers harvesting paddy on fields|agriculture drawing easy steps,Honey Bee Arts,,https://www.youtube.com/watch?v=sixHBVcrLnI,40438,,0.0,IRRELEVANT,0,2026-09-04 12:07:17.092798
1,Rice Titan Harvester,31,Paddy Harvesting,Watercolor Painting : A Composition on Farmers Harvesting Paddy,Paint Academy,,https://www.youtube.com/watch?v=Jl8o8389jf8,3603,,0.0,IRRELEVANT,0,2026-09-04 12:07:17.092820
1,Rice Titan Harvester,31,Paddy Harvesting,Realistic watercolor painting. Scenery drawing. Paddy harvesting painting #easy #drawing #art,Mubarak Art Gallery BD,,https://www.youtube.com/watch?v=YmDISaZA4lg,51,,0.0,IRRELEVANT,0,2026-09-04 12:07:17.092820
1,Rice Titan Harvester,31,Paddy Harvesting,"Paddy field with farmer scenery drawing| Village scenery drawing|Tree, bird,sun, House  drawing",It's Easy to draw,,https://www.youtube.com/watch?v=Ip3Mm1TIrtE,833325,,0.0,IRRELEVANT,1,2026-09-04 12:07:17.092820
1,Rice Titan Harvester,31,Paddy Harvesting,How to Draw a Village Landscape where farmers harvesting paddy on fields | Episode- 12,Paint Academy,,https://www.youtube.com/watch?v=4NFfI_WgL6E,388343,,0.0,IRRELEVANT,1,2026-09-04 12:07:17.092820
1,Rice Titan Harvester,31,Paddy Harvesting,How to Paint A Village Scene where farmers harvesting Paddy on field | step by step |,Paint with DAVID,,https://www.youtube.com/watch?v=WZ-Er1SrWFM,689,,0.0,IRRELEVANT,0,2026-09-04 12:07:17.092820
1,Rice Titan Harvester,34,Paddy Harvesting machine,First Day out with the NEW Combine | Claas Lexion 8900 vs 780 | Seed Wheat Harvest '24 - KMWP Farms,Tractorspotter,,https://www.youtube.com/watch?v=7_dJHRmruHU,1372450,,0.0,IRRELEVANT,1,2026-09-09 09:49:15.912718
1,Rice Titan Harvester,34,Paddy Harvesting machine,Modern Agriculture Machines on Another Level – Farmers Reap Millions Tons in Massive Harvests,Agriculture Insight,,https://www.youtube.com/watch?v=N-BpKLHSYE4,5478577,,0.0,IRRELEVANT,1,2026-09-09 09:49:15.919337
1,Rice Titan Harvester,34,Paddy Harvesting machine,How a Combine Works: A view inside the combine [4k video],Griggs Farms LLC,,https://www.youtube.com/watch?v=ZMDw9mUoG2M,349009,,0.0,IRRELEVANT,1,2026-09-09 09:49:15.922497
2,The Paddy Ocean Vacuum,32,Paddy Harvesting,Watercolor Painting : A Composition on Farmers Harvesting Paddy,Paint Academy,,https://www.youtube.com/watch?v=Jl8o8389jf8,3607,,0.125,SUBSTITUTE,0,2026-09-05 04:41:00.234202
2,The Paddy Ocean Vacuum,33,Paddy Harvesting,Watercolor Painting : A Composition on Farmers Harvesting Paddy,Paint Academy,,https://www.youtube.com/watch?v=Jl8o8389jf8,3607,,0.125,SUBSTITUTE,0,2026-09-05 05:31:27.415491
2,The Paddy Ocean Vacuum,32,Paddy Harvesting,Ultimate Paddy Harvesting Race: Who Wins the Bicycle? 🚲🌾,AL Gaming Fun,,https://www.youtube.com/watch?v=lkyLT_cCbo0,1088753,,0.1111,IRRELEVANT,1,2026-09-05 04:41:00.230199
2,The Paddy Ocean Vacuum,32,Paddy Harvesting,"How Rice is Made : Step by Step Growing Rice Paddy Farming, South India",The RubieVerse,,https://www.youtube.com/watch?v=qHIKRwYe3Cs,10676132,,0.1,IRRELEVANT,1,2026-09-05 04:41:00.225302
2,The Paddy Ocean Vacuum,32,Paddy Harvesting,Bangladeshi Farmers Harvesting Paddy 🌾 |Modern Rice Farming with Harvester,Stay with Maruf,,https://www.youtube.com/watch?v=OZyeOmeNJUA,205,,0.1,IRRELEVANT,0,2026-09-05 04:41:00.226294
2,The Paddy Ocean Vacuum,32,Paddy Harvesting,Paddy Field With Farmer Scenery Drawing Easy | Cultivation Scenery Drawing | Village Farmer Drawing,Jharna Art Gallery,,https://www.youtube.com/watch?v=65PF2ameQ8I,154278,,0.1,IRRELEVANT,1,2026-09-05 04:41:00.231201
2,The Paddy Ocean Vacuum,32,Paddy Harvesting,Paddy Field With Farmer Scenery Drawing Easy | Cultivation Scenery Drawing | Village Farmer Drawing,Jharna Art Gallery,,https://www.youtube.com/watch?v=cdyRCIFQBRk,77645,,0.1,IRRELEVANT,0,2026-09-05 04:41:00.234202
2,The Paddy Ocean Vacuum,33,Paddy Harvesting,Bangladeshi Farmers Harvesting Paddy 🌾 |Modern Rice Farming with Harvester,Stay with Maruf,,https://www.youtube.com/watch?v=OZyeOmeNJUA,205,,0.1,IRRELEVANT,0,2026-09-05 05:31:27.408495
2,The Paddy Ocean Vacuum,33,Paddy Harvesting,Paddy Field With Farmer Scenery Drawing Easy | Cultivation Scenery Drawing | Village Farmer Drawing,Jharna Art Gallery,,https://www.youtube.com/watch?v=65PF2ameQ8I,154323,,0.1,IRRELEVANT,1,2026-09-05 05:31:27.414492
2,The Paddy Ocean Vacuum,32,Paddy Harvesting,Driverless REAPER BINDER MACHINE Harvesting Paddy / Rice | Automatic Mini Reaper Binder Machine,AgriBasket Tools,,https://www.youtube.com/watch?v=B19D_qjqds4,3481714,,0.0909,IRRELEVANT,1,2026-09-05 04:41:00.230199
2,The Paddy Ocean Vacuum,32,Paddy Harvesting,How to Draw a Village Landscape where farmers harvesting paddy on fields | Episode- 12,Paint Academy,,https://www.youtube.com/watch?v=4NFfI_WgL6E,388345,,0.0909,IRRELEVANT,1,2026-09-05 04:41:00.233203
2,The Paddy Ocean Vacuum,32,Paddy Harvesting,Paddy Field With Farmer Scenery drawing easy| Village Landscape Scenery drawing easy| Winter Scenery,It's Easy to draw,,https://www.youtube.com/watch?v=kLB-8oDq5_o,202903,,0.0909,IRRELEVANT,1,2026-09-05 04:41:00.233203
2,The Paddy Ocean Vacuum,33,Paddy Harvesting,Realistic watercolor painting. Scenery drawing. Paddy harvesting painting #easy #drawing #art,Mubarak Art Gallery BD,,https://www.youtube.com/watch?v=YmDISaZA4lg,52,,0.0909,IRRELEVANT,0,2026-09-05 05:31:27.416493
2,The Paddy Ocean Vacuum,33,Paddy Harvesting,How to Draw a Village Landscape where farmers harvesting paddy on fields | Episode- 12,Paint Academy,,https://www.youtube.com/watch?v=4NFfI_WgL6E,388345,,0.0909,IRRELEVANT,1,2026-09-05 05:31:27.417492
2,The Paddy Ocean Vacuum,33,Paddy Harvesting,How to Paint A Village Scene where farmers harvesting Paddy on field | step by step |,Paint with DAVID,,https://www.youtube.com/watch?v=WZ-Er1SrWFM,689,,0.0909,IRRELEVANT,0,2026-09-05 05:31:27.417492
2,The Paddy Ocean Vacuum,32,Paddy Harvesting,2025 New Model Gam Harvester Boro Paddy Cutting Work | Harvester Machine,Assam Vehicle Channel ,,https://www.youtube.com/watch?v=5itpJAWmPCA,254835,,0.0833,IRRELEVANT,1,2026-09-05 04:41:00.223296
2,The Paddy Ocean Vacuum,32,Paddy Harvesting,How to draw the scenery of farmers harvesting paddy on fields|agriculture drawing easy steps,Honey Bee Arts,,https://www.youtube.com/watch?v=sixHBVcrLnI,40470,,0.0833,IRRELEVANT,0,2026-09-05 04:41:00.231201
2,The Paddy Ocean Vacuum,32,Paddy Harvesting,"Paddy field with farmer scenery drawing| Village scenery drawing|Tree, bird,sun, House  drawing",It's Easy to draw,,https://www.youtube.com/watch?v=Ip3Mm1TIrtE,833422,,0.0833,IRRELEVANT,1,2026-09-05 04:41:00.232202
2,The Paddy Ocean Vacuum,33,Paddy Harvesting,2025 New Model Gam Harvester Boro Paddy Cutting Work | Harvester Machine,Assam Vehicle Channel ,,https://www.youtube.com/watch?v=5itpJAWmPCA,254893,,0.0833,IRRELEVANT,1,2026-09-05 05:31:27.409495
2,The Paddy Ocean Vacuum,33,Paddy Harvesting,How to draw the scenery of farmers harvesting paddy on fields|agriculture drawing easy steps,Honey Bee Arts,,https://www.youtube.com/watch?v=sixHBVcrLnI,40470,,0.0833,IRRELEVANT,0,2026-09-05 05:31:27.414492
2,The Paddy Ocean Vacuum,33,Paddy Harvesting,"Paddy field with farmer scenery drawing| Village scenery drawing|Tree, bird,sun, House  drawing",It's Easy to draw,,https://www.youtube.com/watch?v=Ip3Mm1TIrtE,833427,,0.0833,IRRELEVANT,1,2026-09-05 05:31:27.416493
2,The Paddy Ocean Vacuum,32,Paddy Harvesting,Amazing Kubota Mini Combine Harvester | Fast Paddy Cutting Machine | Mahindra Tractor,Raj Tractor,,https://www.youtube.com/watch?v=1lp31qi7Ou8,359805,,0.0769,IRRELEVANT,1,2026-09-05 04:41:00.229138
2,The Paddy Ocean Vacuum,32,Paddy Harvesting,How to draw a Crops / Paddy Harvesting Scenery easy || pencil sketch || VJB Drawing Place,VJB Drawing,,https://www.youtube.com/watch?v=HCiR7Q9arjs,1727,,0.0769,IRRELEVANT,0,2026-09-05 04:41:00.232202
2,The Paddy Ocean Vacuum,33,Paddy Harvesting,How to draw a Crops / Paddy Harvesting Scenery easy || pencil sketch || VJB Drawing Place,VJB Drawing,,https://www.youtube.com/watch?v=HCiR7Q9arjs,1727,,0.0769,IRRELEVANT,0,2026-09-05 05:31:27.414492
2,The Paddy Ocean Vacuum,32,Paddy Harvesting,Preet Combine Harvester and Sonalika 60 Rx Tractor with Full Size Trailer,Pramod`s Life,,https://www.youtube.com/watch?v=RH-Qa4DI7k0,72655128,,0.0,IRRELEVANT,1,2026-09-05 04:41:00.224319
2,The Paddy Ocean Vacuum,32,Paddy Harvesting,How Taiwan Farmers Plant and Harvest Rice to a New Level | Most Satisfying Agriculture Technology,AhTech,,https://www.youtube.com/watch?v=BETc5iM9iYk,1777169,,0.0,IRRELEVANT,1,2026-09-05 04:41:00.224319
2,The Paddy Ocean Vacuum,32,Paddy Harvesting,DO-IT – Farmer harvesting organic Basmati rice in India,DO IT Organic,,https://www.youtube.com/watch?v=OuInpXWh4AM,38868,,0.0,IRRELEVANT,0,2026-09-05 04:41:00.225302
2,The Paddy Ocean Vacuum,32,Paddy Harvesting,"How To Harvest Upland Sticky Rice - Bring Upland Rice Go To Market Sell, Free Bushcraft",Phương - Free Bushcraft,,https://www.youtube.com/watch?v=kcIzl8Lb864,2472404,,0.0,IRRELEVANT,1,2026-09-05 04:41:00.226294
2,The Paddy Ocean Vacuum,32,Paddy Harvesting,"Full Moon, Fragrance of Ripe Rice, Farmers Busy Harvesting Crops | Liziqi Channel",李子柒 Liziqi,,https://www.youtube.com/watch?v=xSDMTIe90AY,43521395,,0.0,IRRELEVANT,1,2026-09-05 04:41:00.227290
2,The Paddy Ocean Vacuum,32,Paddy Harvesting,"Kubota combine harvester, import from Japan rice cutting machine | farming machine",Punjab village Tractors,,https://www.youtube.com/watch?v=Hlm4XBTnW8w,3251766,,0.0,IRRELEVANT,1,2026-09-05 04:41:00.227290
2,The Paddy Ocean Vacuum,32,Paddy Harvesting,How Tons of Rice Harvested & Processed | Modern Rice Agriculture Technology,Wondastic Tech,,https://www.youtube.com/watch?v=kT1R7Hkps5M,767399,,0.0,IRRELEVANT,1,2026-09-05 04:41:00.228358
2,The Paddy Ocean Vacuum,32,Paddy Harvesting,How Taiwan Farmers Harvest Rice - Rice Planting and Harvesting Process | Farming Documentary,Sprout Garden,,https://www.youtube.com/watch?v=vi1JFOInKrI,1078945,,0.0,IRRELEVANT,1,2026-09-05 04:41:00.229138
2,The Paddy Ocean Vacuum,32,Paddy Harvesting,The Field Slicing Shift: Manual Rice Harvesting with Basic Hand Tools #farmersLife #shorts,Traditional & Modern Farmers,,https://www.youtube.com/watch?v=leFsmNMEVv4,0,,0.0,IRRELEVANT,0,2026-09-05 04:41:00.229672
2,The Paddy Ocean Vacuum,32,Paddy Harvesting,First Day out with the NEW Combine | Claas Lexion 8900 vs 780 | Seed Wheat Harvest '24 - KMWP Farms,Tractorspotter,,https://www.youtube.com/watch?v=7_dJHRmruHU,1366143,,0.0,IRRELEVANT,1,2026-09-05 04:41:00.230199
2,The Paddy Ocean Vacuum,32,Paddy Harvesting,How to draw a scenery of cultivation Step by step (very easy) || Art video,Farjana Drawing Academy,,https://www.youtube.com/watch?v=IxRge0xg2MA,851090,,0.0,IRRELEVANT,1,2026-09-05 04:41:00.231201
2,The Paddy Ocean Vacuum,32,Paddy Harvesting,agriculture drawing of farmer working in the field,Bhutnath Painting Academy,,https://www.youtube.com/watch?v=AX64QWgWJTU,293374,,0.0,IRRELEVANT,1,2026-09-05 04:41:00.232202
