Idea_ID,Idea_Title,SEO_Run_ID,Rank_By_Score,Keyword,Score,Relevance,Word_Count,Long_Tail,Source,Harvested_At
1,Rice Titan Harvester,1,25,rice harvesting machine in telugu,48.0,0.2857,5,1,youtube_suggest,2026-08-25 10:52:06.212792
1,Rice Titan Harvester,1,26,wheat and paddy harvesting machine,48.0,0.2857,5,1,youtube_suggest,2026-08-25 10:52:06.212792
1,Rice Titan Harvester,1,27,best paddy harvesting machine in india,47.5,0.25,6,1,youtube_suggest,2026-08-25 10:52:06.212792
1,Rice Titan Harvester,1,28,paddy harvesting machine in west bengal,47.5,0.25,6,1,youtube_suggest,2026-08-25 10:52:06.212792
1,Rice Titan Harvester,1,29,paddy harvesting machine in india price,47.5,0.25,6,1,youtube_suggest,2026-08-25 10:52:06.212792
1,Rice Titan Harvester,1,30,paddy harvesting machine in sri lanka,47.5,0.25,6,1,youtube_suggest,2026-08-25 10:52:06.213791
1,Rice Titan Harvester,1,31,paddy harvesting machine price in india,47.5,0.25,6,1,youtube_suggest,2026-08-25 10:52:06.213791
1,Rice Titan Harvester,1,32,rice harvesting machine price in india,47.5,0.25,6,1,youtube_suggest,2026-08-25 10:52:06.213791
1,Rice Titan Harvester,1,33,rice harvesting machine price in bangladesh,47.5,0.25,6,1,youtube_suggest,2026-08-25 10:52:06.213791
1,Rice Titan Harvester,1,34,rice harvesting machine price in nepal,47.5,0.25,6,1,youtube_suggest,2026-08-25 10:52:06.213791
1,Rice Titan Harvester,1,35,paddy harvesting drawing,47.33,0.3333,3,1,youtube_suggest,2026-08-25 10:52:06.214787
1,Rice Titan Harvester,1,36,paddy harvesting time,47.33,0.3333,3,1,youtube_suggest,2026-08-25 10:52:06.214787
1,Rice Titan Harvester,1,37,paddy harvesting videos,47.33,0.3333,3,1,youtube_suggest,2026-08-25 10:52:06.214787
1,Rice Titan Harvester,1,38,paddy harvesting tractor,47.33,0.3333,3,1,youtube_suggest,2026-08-25 10:52:06.214787
1,Rice Titan Harvester,1,39,rice harvesting australia,47.33,0.3333,3,1,youtube_suggest,2026-08-25 10:52:06.214787
1,Rice Titan Harvester,1,40,rice harvesting asia,47.33,0.3333,3,1,youtube_suggest,2026-08-25 10:52:06.214787
1,Rice Titan Harvester,1,41,after paddy harvesting,47.33,0.3333,3,1,youtube_suggest,2026-08-25 10:52:06.215789
1,Rice Titan Harvester,1,42,rice harvesting china,47.33,0.3333,3,1,youtube_suggest,2026-08-25 10:52:06.215789
1,Rice Titan Harvester,1,43,paddy combine harvester,47.33,0.3333,3,1,youtube_suggest,2026-08-25 10:52:06.215789
1,Rice Titan Harvester,1,44,paddy crop harvesting,47.33,0.3333,3,1,youtube_suggest,2026-08-25 10:52:06.215789
1,Rice Titan Harvester,1,45,rice harvesting combine,47.33,0.3333,3,1,youtube_suggest,2026-08-25 10:52:06.215789
1,Rice Titan Harvester,1,46,paddy harvesting drone,47.33,0.3333,3,1,youtube_suggest,2026-08-25 10:52:06.216787
1,Rice Titan Harvester,1,47,rice harvesting drawing,47.33,0.3333,3,1,youtube_suggest,2026-08-25 10:52:06.216787
1,Rice Titan Harvester,1,48,harvesting paddy fields,47.33,0.3333,3,1,youtube_suggest,2026-08-25 10:52:06.216787
1,Rice Titan Harvester,1,49,rice harvesting fs25,47.33,0.3333,3,1,youtube_suggest,2026-08-25 10:52:06.216787
1,Rice Titan Harvester,1,50,rice farming harvesting,47.33,0.3333,3,1,youtube_suggest,2026-08-25 10:52:06.216787
1,Rice Titan Harvester,1,51,paddy harvesting machine,47.33,0.3333,3,1,youtube_suggest,2026-08-25 10:52:06.216787
1,Rice Titan Harvester,1,52,paddy harvesting hand machine,46.0,0.2857,4,1,youtube_suggest,2026-08-25 10:52:06.217787
1,Rice Titan Harvester,1,53,rice harvesting brush cutter,46.0,0.2857,4,1,youtube_suggest,2026-08-25 10:52:06.217787
1,Rice Titan Harvester,1,54,best paddy harvesting machine,46.0,0.2857,4,1,youtube_suggest,2026-08-25 10:52:06.217787
1,Rice Titan Harvester,1,55,paddy harvesting chain machine,46.0,0.2857,4,1,youtube_suggest,2026-08-25 10:52:06.217787
1,Rice Titan Harvester,1,56,paddy harvester chain wala,46.0,0.2857,4,1,youtube_suggest,2026-08-25 10:52:06.217787
1,Rice Titan Harvester,1,57,harvesting paddy drawing easy,46.0,0.2857,4,1,youtube_suggest,2026-08-25 10:52:06.218784
1,Rice Titan Harvester,1,58,drone paddy harvesting machine,46.0,0.2857,4,1,youtube_suggest,2026-08-25 10:52:06.218784
1,Rice Titan Harvester,1,59,paddy harvester kya hai,46.0,0.2857,4,1,youtube_suggest,2026-08-25 10:52:06.218784
1,Rice Titan Harvester,1,60,paddy harvesting machine working,46.0,0.2857,4,1,youtube_suggest,2026-08-25 10:52:06.218784
2,The Paddy Ocean Vacuum,2,1,paddy harvesting in china,54.0,0.4,4,1,youtube_suggest,2026-08-25 15:01:28.998369
2,The Paddy Ocean Vacuum,2,2,paddy harvesting in japan,54.0,0.4,4,1,youtube_suggest,2026-08-25 15:01:28.998369
2,The Paddy Ocean Vacuum,2,3,paddy harvesting by hand,54.0,0.4,4,1,youtube_suggest,2026-08-25 15:01:28.999369
2,The Paddy Ocean Vacuum,2,4,paddy harvesting machine,52.0,0.4,3,1,youtube_suggest,2026-08-25 15:01:28.999369
2,The Paddy Ocean Vacuum,2,5,paddy harvesting drawing,52.0,0.4,3,1,youtube_suggest,2026-08-25 15:01:28.999369
2,The Paddy Ocean Vacuum,2,6,paddy harvesting time,52.0,0.4,3,1,youtube_suggest,2026-08-25 15:01:28.999369
2,The Paddy Ocean Vacuum,2,7,paddy harvesting videos,52.0,0.4,3,1,youtube_suggest,2026-08-25 15:01:28.999369
2,The Paddy Ocean Vacuum,2,8,paddy harvesting tractor,52.0,0.4,3,1,youtube_suggest,2026-08-25 15:01:28.999369
2,The Paddy Ocean Vacuum,2,9,after paddy harvesting,52.0,0.4,3,1,youtube_suggest,2026-08-25 15:01:28.999369
2,The Paddy Ocean Vacuum,2,10,paddy crop harvesting,52.0,0.4,3,1,youtube_suggest,2026-08-25 15:01:29.000369
2,The Paddy Ocean Vacuum,2,11,paddy harvesting drone,52.0,0.4,3,1,youtube_suggest,2026-08-25 15:01:29.000369
2,The Paddy Ocean Vacuum,2,12,harvesting paddy fields,52.0,0.4,3,1,youtube_suggest,2026-08-25 15:01:29.000369
2,The Paddy Ocean Vacuum,2,13,paddy harvesting machines in agriculture,51.33,0.3333,5,1,youtube_suggest,2026-08-25 15:01:29.001370
2,The Paddy Ocean Vacuum,2,14,paddy harvesting machine in japan,51.33,0.3333,5,1,youtube_suggest,2026-08-25 15:01:29.001370
2,The Paddy Ocean Vacuum,2,15,paddy harvesting machine in india,51.33,0.3333,5,1,youtube_suggest,2026-08-25 15:01:29.001370
2,The Paddy Ocean Vacuum,2,16,paddy harvesting machine in manipur,51.33,0.3333,5,1,youtube_suggest,2026-08-25 15:01:29.001370
2,The Paddy Ocean Vacuum,2,17,paddy harvesting machine in odisha,51.33,0.3333,5,1,youtube_suggest,2026-08-25 15:01:29.001370
2,The Paddy Ocean Vacuum,2,18,paddy harvesting machine in assam,51.33,0.3333,5,1,youtube_suggest,2026-08-25 15:01:29.001370
2,The Paddy Ocean Vacuum,2,19,paddy cutting and harvesting machine,51.33,0.3333,5,1,youtube_suggest,2026-08-25 15:01:29.001370
2,The Paddy Ocean Vacuum,2,20,paddy harvesting machine in tamil,51.33,0.3333,5,1,youtube_suggest,2026-08-25 15:01:29.002365
2,The Paddy Ocean Vacuum,2,21,paddy harvesting machine in karnataka,51.33,0.3333,5,1,youtube_suggest,2026-08-25 15:01:29.002365
2,The Paddy Ocean Vacuum,2,22,paddy harvesting machine in water,51.33,0.3333,5,1,youtube_suggest,2026-08-25 15:01:29.002365
2,The Paddy Ocean Vacuum,2,23,wheat and paddy harvesting machine,51.33,0.3333,5,1,youtube_suggest,2026-08-25 15:01:29.002365
2,The Paddy Ocean Vacuum,2,24,paddy harvesting by brush cutter,51.33,0.3333,5,1,youtube_suggest,2026-08-25 15:01:29.002365
2,The Paddy Ocean Vacuum,2,25,paddy harvesting in west bengal,51.33,0.3333,5,1,youtube_suggest,2026-08-25 15:01:29.002365
2,The Paddy Ocean Vacuum,2,26,paddy harvesting machine in india price,50.0,0.2857,6,1,youtube_suggest,2026-08-25 15:01:29.002365
2,The Paddy Ocean Vacuum,2,27,paddy harvesting machine in west bengal,50.0,0.2857,6,1,youtube_suggest,2026-08-25 15:01:29.003366
2,The Paddy Ocean Vacuum,2,28,best paddy harvesting machine in india,50.0,0.2857,6,1,youtube_suggest,2026-08-25 15:01:29.003366
2,The Paddy Ocean Vacuum,2,29,paddy harvesting machine in sri lanka,50.0,0.2857,6,1,youtube_suggest,2026-08-25 15:01:29.003366
2,The Paddy Ocean Vacuum,2,30,paddy harvesting machine price in india,50.0,0.2857,6,1,youtube_suggest,2026-08-25 15:01:29.003366
2,The Paddy Ocean Vacuum,2,31,paddy harvesting machine working,49.33,0.3333,4,1,youtube_suggest,2026-08-25 15:01:29.003366
2,The Paddy Ocean Vacuum,2,32,paddy harvesting machine subsidy,49.33,0.3333,4,1,youtube_suggest,2026-08-25 15:01:29.003366
2,The Paddy Ocean Vacuum,2,33,paddy harvesting machine price,49.33,0.3333,4,1,youtube_suggest,2026-08-25 15:01:29.003366
2,The Paddy Ocean Vacuum,2,34,best paddy harvesting machine,49.33,0.3333,4,1,youtube_suggest,2026-08-25 15:01:29.003366
2,The Paddy Ocean Vacuum,2,35,paddy harvesting chain machine,49.33,0.3333,4,1,youtube_suggest,2026-08-25 15:01:29.004368
2,The Paddy Ocean Vacuum,2,36,drone paddy harvesting machine,49.33,0.3333,4,1,youtube_suggest,2026-08-25 15:01:29.004368
2,The Paddy Ocean Vacuum,2,37,paddy field harvesting machine,49.33,0.3333,4,1,youtube_suggest,2026-08-25 15:01:29.004368
2,The Paddy Ocean Vacuum,2,38,paddy harvesting hand machine,49.33,0.3333,4,1,youtube_suggest,2026-08-25 15:01:29.004368
2,The Paddy Ocean Vacuum,2,39,kubota paddy harvesting machine,49.33,0.3333,4,1,youtube_suggest,2026-08-25 15:01:29.004368
2,The Paddy Ocean Vacuum,2,40,paddy harvesting machine mini,49.33,0.3333,4,1,youtube_suggest,2026-08-25 15:01:29.004368
2,The Paddy Ocean Vacuum,2,41,paddy harvesting new machine,49.33,0.3333,4,1,youtube_suggest,2026-08-25 15:01:29.005367
2,The Paddy Ocean Vacuum,2,42,paddy harvesting machine odisha,49.33,0.3333,4,1,youtube_suggest,2026-08-25 15:01:29.005367
2,The Paddy Ocean Vacuum,2,43,rice paddy harvesting machine,49.33,0.3333,4,1,youtube_suggest,2026-08-25 15:01:29.005367
2,The Paddy Ocean Vacuum,2,44,paddy harvesting machine small,49.33,0.3333,4,1,youtube_suggest,2026-08-25 15:01:29.005367
2,The Paddy Ocean Vacuum,2,45,harvesting paddy drawing easy,49.33,0.3333,4,1,youtube_suggest,2026-08-25 15:01:29.005367
2,The Paddy Ocean Vacuum,2,46,paddy harvesting,45.0,0.5,2,0,youtube_suggest,2026-08-25 15:01:29.005367
2,The Paddy Ocean Vacuum,2,47,rice harvesting machine price in india,38.75,0.125,6,1,youtube_suggest,2026-08-25 15:01:29.005367
2,The Paddy Ocean Vacuum,2,48,rice harvesting machine price in bangladesh,38.75,0.125,6,1,youtube_suggest,2026-08-25 15:01:29.006365
2,The Paddy Ocean Vacuum,2,49,rice harvesting machine price in nepal,38.75,0.125,6,1,youtube_suggest,2026-08-25 15:01:29.006365
2,The Paddy Ocean Vacuum,2,50,rice harvesting machine in maharashtra,38.0,0.1429,5,1,youtube_suggest,2026-08-25 15:01:29.006365
2,The Paddy Ocean Vacuum,2,51,rice harvesting machine in nepal,38.0,0.1429,5,1,youtube_suggest,2026-08-25 15:01:29.006365
2,The Paddy Ocean Vacuum,2,52,paddy cultivation machine in telugu,38.0,0.1429,5,1,youtube_suggest,2026-08-25 15:01:29.006365
2,The Paddy Ocean Vacuum,2,53,rice harvesting machine in tamilnadu,38.0,0.1429,5,1,youtube_suggest,2026-08-25 15:01:29.006365
2,The Paddy Ocean Vacuum,2,54,paddy cultivation machine in tamil,38.0,0.1429,5,1,youtube_suggest,2026-08-25 15:01:29.006365
2,The Paddy Ocean Vacuum,2,55,rice harvesting machine in telugu,38.0,0.1429,5,1,youtube_suggest,2026-08-25 15:01:29.006365
2,The Paddy Ocean Vacuum,2,56,paddy harvester in andhra pradesh,38.0,0.1429,5,1,youtube_suggest,2026-08-25 15:01:29.007365
2,The Paddy Ocean Vacuum,2,57,paddy crop disease and control,38.0,0.1429,5,1,youtube_suggest,2026-08-25 15:01:29.007365
2,The Paddy Ocean Vacuum,2,58,paddy crop diseases in telugu,38.0,0.1429,5,1,youtube_suggest,2026-08-25 15:01:29.007365
2,The Paddy Ocean Vacuum,2,59,mini paddy harvester machine price in india,37.78,0.1111,7,1,youtube_suggest,2026-08-25 15:01:29.007365
2,The Paddy Ocean Vacuum,2,60,harvesting rice and picking fruit(rambutan) farming,37.78,0.1111,6,1,youtube_suggest,2026-08-25 15:01:29.007365
3,Rice-Field Spider Colossus,3,1,paddy field harvesting machine,56.0,0.4286,4,1,youtube_suggest,2026-08-27 16:41:33.705189
3,Rice-Field Spider Colossus,3,2,rice paddy harvesting machine,56.0,0.4286,4,1,youtube_suggest,2026-08-27 16:41:33.706153
3,Rice-Field Spider Colossus,3,3,paddy harvesting in china,46.0,0.2857,4,1,youtube_suggest,2026-08-27 16:41:33.706688
3,Rice-Field Spider Colossus,3,4,paddy harvesting in japan,46.0,0.2857,4,1,youtube_suggest,2026-08-27 16:41:33.706688
3,Rice-Field Spider Colossus,3,5,rice harvesting and processing,46.0,0.2857,4,1,youtube_suggest,2026-08-27 16:41:33.706688
3,Rice-Field Spider Colossus,3,6,harvesting rice at home,46.0,0.2857,4,1,youtube_suggest,2026-08-27 16:41:33.707683
3,Rice-Field Spider Colossus,3,7,paddy harvesting by hand,46.0,0.2857,4,1,youtube_suggest,2026-08-27 16:41:33.707683
3,Rice-Field Spider Colossus,3,8,rice harvesting by hand,46.0,0.2857,4,1,youtube_suggest,2026-08-27 16:41:33.707683
3,Rice-Field Spider Colossus,3,9,best paddy harvesting machine in india,45.56,0.2222,6,1,youtube_suggest,2026-08-27 16:41:33.708681
3,Rice-Field Spider Colossus,3,10,paddy harvesting machine in west bengal,45.56,0.2222,6,1,youtube_suggest,2026-08-27 16:41:33.708681
3,Rice-Field Spider Colossus,3,11,paddy harvesting machine in india price,45.56,0.2222,6,1,youtube_suggest,2026-08-27 16:41:33.708681
3,Rice-Field Spider Colossus,3,12,paddy harvesting machine in sri lanka,45.56,0.2222,6,1,youtube_suggest,2026-08-27 16:41:33.708681
3,Rice-Field Spider Colossus,3,13,paddy harvesting machine price in india,45.56,0.2222,6,1,youtube_suggest,2026-08-27 16:41:33.709681
3,Rice-Field Spider Colossus,3,14,rice harvesting machine price in india,45.56,0.2222,6,1,youtube_suggest,2026-08-27 16:41:33.709681
3,Rice-Field Spider Colossus,3,15,rice harvesting machine price in bangladesh,45.56,0.2222,6,1,youtube_suggest,2026-08-27 16:41:33.709681
3,Rice-Field Spider Colossus,3,16,rice harvesting machine price in nepal,45.56,0.2222,6,1,youtube_suggest,2026-08-27 16:41:33.725629
3,Rice-Field Spider Colossus,3,17,paddy harvesting machines in agriculture,45.5,0.25,5,1,youtube_suggest,2026-08-27 16:41:33.725629
3,Rice-Field Spider Colossus,3,18,paddy harvesting machine in japan,45.5,0.25,5,1,youtube_suggest,2026-08-27 16:41:33.726820
3,Rice-Field Spider Colossus,3,19,paddy harvesting by brush cutter,45.5,0.25,5,1,youtube_suggest,2026-08-27 16:41:33.727068
3,Rice-Field Spider Colossus,3,20,paddy harvesting in west bengal,45.5,0.25,5,1,youtube_suggest,2026-08-27 16:41:33.727612
3,Rice-Field Spider Colossus,3,21,paddy harvesting machine in india,45.5,0.25,5,1,youtube_suggest,2026-08-27 16:41:33.727612
3,Rice-Field Spider Colossus,3,22,paddy harvesting machine in manipur,45.5,0.25,5,1,youtube_suggest,2026-08-27 16:41:33.728621
3,Rice-Field Spider Colossus,3,23,paddy harvesting machine in odisha,45.5,0.25,5,1,youtube_suggest,2026-08-27 16:41:33.728621
3,Rice-Field Spider Colossus,3,24,paddy harvesting machine in assam,45.5,0.25,5,1,youtube_suggest,2026-08-27 16:41:33.729627
3,Rice-Field Spider Colossus,3,25,paddy cutting and harvesting machine,45.5,0.25,5,1,youtube_suggest,2026-08-27 16:41:33.729627
3,Rice-Field Spider Colossus,3,26,paddy harvesting machine in tamil,45.5,0.25,5,1,youtube_suggest,2026-08-27 16:41:33.730638
3,Rice-Field Spider Colossus,3,27,paddy harvesting machine in karnataka,45.5,0.25,5,1,youtube_suggest,2026-08-27 16:41:33.730638
3,Rice-Field Spider Colossus,3,28,paddy harvesting machine in water,45.5,0.25,5,1,youtube_suggest,2026-08-27 16:41:33.731635
3,Rice-Field Spider Colossus,3,29,rice harvesting machine in maharashtra,45.5,0.25,5,1,youtube_suggest,2026-08-27 16:41:33.732632
3,Rice-Field Spider Colossus,3,30,rice harvesting machine in nepal,45.5,0.25,5,1,youtube_suggest,2026-08-27 16:41:33.733620
3,Rice-Field Spider Colossus,3,31,rice harvesting machine in tamilnadu,45.5,0.25,5,1,youtube_suggest,2026-08-27 16:41:33.733620
3,Rice-Field Spider Colossus,3,32,rice harvesting machine in telugu,45.5,0.25,5,1,youtube_suggest,2026-08-27 16:41:33.734619
3,Rice-Field Spider Colossus,3,33,wheat and paddy harvesting machine,45.5,0.25,5,1,youtube_suggest,2026-08-27 16:41:33.734619
3,Rice-Field Spider Colossus,3,34,paddy harvesting drawing,44.0,0.2857,3,1,youtube_suggest,2026-08-27 16:41:33.734619
3,Rice-Field Spider Colossus,3,35,paddy harvesting time,44.0,0.2857,3,1,youtube_suggest,2026-08-27 16:41:33.735624
3,Rice-Field Spider Colossus,3,36,paddy harvesting videos,44.0,0.2857,3,1,youtube_suggest,2026-08-27 16:41:33.735624
3,Rice-Field Spider Colossus,3,37,paddy harvesting tractor,44.0,0.2857,3,1,youtube_suggest,2026-08-27 16:41:33.735624
3,Rice-Field Spider Colossus,3,38,rice harvesting australia,44.0,0.2857,3,1,youtube_suggest,2026-08-27 16:41:33.736605
3,Rice-Field Spider Colossus,3,39,rice harvesting asia,44.0,0.2857,3,1,youtube_suggest,2026-08-27 16:41:33.736605
3,Rice-Field Spider Colossus,3,40,harvesting rice and picking fruit(rambutan) farming,44.0,0.2,6,1,youtube_suggest,2026-08-27 16:41:33.736605
3,Rice-Field Spider Colossus,3,41,after paddy harvesting,44.0,0.2857,3,1,youtube_suggest,2026-08-27 16:41:33.737605
3,Rice-Field Spider Colossus,3,42,rice harvesting china,44.0,0.2857,3,1,youtube_suggest,2026-08-27 16:41:33.737605
3,Rice-Field Spider Colossus,3,43,paddy crop harvesting,44.0,0.2857,3,1,youtube_suggest,2026-08-27 16:41:33.737605
3,Rice-Field Spider Colossus,3,44,rice harvesting combine,44.0,0.2857,3,1,youtube_suggest,2026-08-27 16:41:33.738679
3,Rice-Field Spider Colossus,3,45,paddy harvesting drone,44.0,0.2857,3,1,youtube_suggest,2026-08-27 16:41:33.739213
3,Rice-Field Spider Colossus,3,46,rice harvesting drawing,44.0,0.2857,3,1,youtube_suggest,2026-08-27 16:41:33.739213
3,Rice-Field Spider Colossus,3,47,harvesting paddy fields,44.0,0.2857,3,1,youtube_suggest,2026-08-27 16:41:33.739213
3,Rice-Field Spider Colossus,3,48,rice harvesting fs25,44.0,0.2857,3,1,youtube_suggest,2026-08-27 16:41:33.740216
3,Rice-Field Spider Colossus,3,49,rice farming harvesting,44.0,0.2857,3,1,youtube_suggest,2026-08-27 16:41:33.740216
3,Rice-Field Spider Colossus,3,50,paddy harvesting machine,44.0,0.2857,3,1,youtube_suggest,2026-08-27 16:41:33.740216
3,Rice-Field Spider Colossus,3,51,paddy crop field monitoring system,43.56,0.2222,5,1,youtube_suggest,2026-08-27 16:41:33.741213
3,Rice-Field Spider Colossus,3,52,mini rice harvesting machine price,43.56,0.2222,5,1,youtube_suggest,2026-08-27 16:41:33.741213
3,Rice-Field Spider Colossus,3,53,paddy harvesting hand machine,43.5,0.25,4,1,youtube_suggest,2026-08-27 16:41:33.741213
3,Rice-Field Spider Colossus,3,54,rice harvesting brush cutter,43.5,0.25,4,1,youtube_suggest,2026-08-27 16:41:33.742214
3,Rice-Field Spider Colossus,3,55,best paddy harvesting machine,43.5,0.25,4,1,youtube_suggest,2026-08-27 16:41:33.742214
3,Rice-Field Spider Colossus,3,56,paddy harvesting chain machine,43.5,0.25,4,1,youtube_suggest,2026-08-27 16:41:33.742214
3,Rice-Field Spider Colossus,3,57,harvesting paddy drawing easy,43.5,0.25,4,1,youtube_suggest,2026-08-27 16:41:33.743223
3,Rice-Field Spider Colossus,3,58,drone paddy harvesting machine,43.5,0.25,4,1,youtube_suggest,2026-08-27 16:41:33.743223
3,Rice-Field Spider Colossus,3,59,paddy field cultivation process,43.5,0.25,4,1,youtube_suggest,2026-08-27 16:41:33.743223
3,Rice-Field Spider Colossus,3,60,paddy harvesting machine working,43.5,0.25,4,1,youtube_suggest,2026-08-27 16:41:33.744217
4,The Monsoon Harvesting Ark,4,1,paddy harvesting in china,54.0,0.4,4,1,youtube_suggest,2026-08-27 19:36:28.318641
4,The Monsoon Harvesting Ark,4,2,paddy harvesting in japan,54.0,0.4,4,1,youtube_suggest,2026-08-27 19:36:28.318641
4,The Monsoon Harvesting Ark,4,3,paddy harvesting by hand,54.0,0.4,4,1,youtube_suggest,2026-08-27 19:36:28.318641
4,The Monsoon Harvesting Ark,4,4,paddy harvesting drawing,52.0,0.4,3,1,youtube_suggest,2026-08-27 19:36:28.318641
4,The Monsoon Harvesting Ark,4,5,paddy harvesting time,52.0,0.4,3,1,youtube_suggest,2026-08-27 19:36:28.318641
4,The Monsoon Harvesting Ark,4,6,paddy harvesting videos,52.0,0.4,3,1,youtube_suggest,2026-08-27 19:36:28.318641
4,The Monsoon Harvesting Ark,4,7,paddy harvesting tractor,52.0,0.4,3,1,youtube_suggest,2026-08-27 19:36:28.318641
4,The Monsoon Harvesting Ark,4,8,after paddy harvesting,52.0,0.4,3,1,youtube_suggest,2026-08-27 19:36:28.318641
4,The Monsoon Harvesting Ark,4,9,paddy crop harvesting,52.0,0.4,3,1,youtube_suggest,2026-08-27 19:36:28.318641
4,The Monsoon Harvesting Ark,4,10,paddy harvesting drone,52.0,0.4,3,1,youtube_suggest,2026-08-27 19:36:28.318641
4,The Monsoon Harvesting Ark,4,11,harvesting paddy fields,52.0,0.4,3,1,youtube_suggest,2026-08-27 19:36:28.318641
4,The Monsoon Harvesting Ark,4,12,paddy harvesting machine,52.0,0.4,3,1,youtube_suggest,2026-08-27 19:36:28.318641
4,The Monsoon Harvesting Ark,4,13,paddy harvesting machines in agriculture,51.33,0.3333,5,1,youtube_suggest,2026-08-27 19:36:28.318641
4,The Monsoon Harvesting Ark,4,14,paddy harvesting machine in japan,51.33,0.3333,5,1,youtube_suggest,2026-08-27 19:36:28.318641
4,The Monsoon Harvesting Ark,4,15,paddy harvesting by brush cutter,51.33,0.3333,5,1,youtube_suggest,2026-08-27 19:36:28.318641
4,The Monsoon Harvesting Ark,4,16,paddy harvesting in west bengal,51.33,0.3333,5,1,youtube_suggest,2026-08-27 19:36:28.318641
4,The Monsoon Harvesting Ark,4,17,paddy harvesting machine in india,51.33,0.3333,5,1,youtube_suggest,2026-08-27 19:36:28.318641
4,The Monsoon Harvesting Ark,4,18,paddy harvesting machine in manipur,51.33,0.3333,5,1,youtube_suggest,2026-08-27 19:36:28.318641
4,The Monsoon Harvesting Ark,4,19,paddy harvesting machine in odisha,51.33,0.3333,5,1,youtube_suggest,2026-08-27 19:36:28.318641
4,The Monsoon Harvesting Ark,4,20,paddy harvesting machine in assam,51.33,0.3333,5,1,youtube_suggest,2026-08-27 19:36:28.318641
4,The Monsoon Harvesting Ark,4,21,paddy cutting and harvesting machine,51.33,0.3333,5,1,youtube_suggest,2026-08-27 19:36:28.318641
4,The Monsoon Harvesting Ark,4,22,paddy harvesting machine in tamil,51.33,0.3333,5,1,youtube_suggest,2026-08-27 19:36:28.318641
