Category,Element_ID,Element_Name,Element_Group,Element_Status,Idea_ID,Idea_Title,Idea_Status,Prompts_Count,Level_10_Prompt_Status,Video_Package_Status,Task_Status,Attempt_Count,No_Retry_Lock,Next_Action
Impossible Giant Machine,2,Forest,Nature,FILLED (10 Ideas Linked),37,The Forest Titan Megastructure #5,FILLED,20/20 (FILLED),READY (Level 10 Video Prompt Active),READY_FOR_PACKAGING,NOT_STARTED,0,NO,Run Video Packager
Impossible Giant Machine,2,Forest,Nature,FILLED (10 Ideas Linked),38,The Forest Titan Megastructure #6,FILLED,20/20 (FILLED),READY (Level 10 Video Prompt Active),READY_FOR_PACKAGING,NOT_STARTED,0,NO,Run Video Packager
Impossible Giant Machine,2,Forest,Nature,FILLED (10 Ideas Linked),39,The Forest Titan Megastructure #7,FILLED,20/20 (FILLED),READY (Level 10 Video Prompt Active),READY_FOR_PACKAGING,NOT_STARTED,0,NO,Run Video Packager
Impossible Giant Machine,2,Forest,Nature,FILLED (10 Ideas Linked),40,The Forest Titan Megastructure #8,FILLED,20/20 (FILLED),READY (Level 10 Video Prompt Active),READY_FOR_PACKAGING,NOT_STARTED,0,NO,Run Video Packager
Impossible Giant Machine,2,Forest,Nature,FILLED (10 Ideas Linked),41,The Forest Titan Megastructure #9,FILLED,20/20 (FILLED),READY (Level 10 Video Prompt Active),READY_FOR_PACKAGING,NOT_STARTED,0,NO,Run Video Packager
Impossible Giant Machine,2,Forest,Nature,FILLED (10 Ideas Linked),42,The Forest Titan Megastructure #10,FILLED,20/20 (FILLED),READY (Level 10 Video Prompt Active),READY_FOR_PACKAGING,NOT_STARTED,0,NO,Run Video Packager
Impossible Giant Machine,3,Giant Tree,Nature,FILLED (10 Ideas Linked),43,Canopy Orbit Engine,FILLED,20/20 (FILLED),READY (Level 10 Video Prompt Active),READY_FOR_PACKAGING,NOT_STARTED,0,NO,Run Video Packager
Impossible Giant Machine,3,Giant Tree,Nature,FILLED (10 Ideas Linked),44,Rootway Titan,FILLED,20/20 (FILLED),READY (Level 10 Video Prompt Active),READY_FOR_PACKAGING,NOT_STARTED,0,NO,Run Video Packager
Impossible Giant Machine,3,Giant Tree,Nature,FILLED (10 Ideas Linked),45,Sun Harvester Colossus,FILLED,20/20 (FILLED),READY (Level 10 Video Prompt Active),READY_FOR_PACKAGING,NOT_STARTED,0,NO,Run Video Packager
Impossible Giant Machine,3,Giant Tree,Nature,FILLED (10 Ideas Linked),46,Cloud Rooter,FILLED,20/20 (FILLED),READY (Level 10 Video Prompt Active),READY_FOR_PACKAGING,NOT_STARTED,0,NO,Run Video Packager
Impossible Giant Machine,3,Giant Tree,Nature,FILLED (10 Ideas Linked),47,Bark Foundry,FILLED,20/20 (FILLED),READY (Level 10 Video Prompt Active),READY_FOR_PACKAGING,NOT_STARTED,0,NO,Run Video Packager
Impossible Giant Machine,3,Giant Tree,Nature,FILLED (10 Ideas Linked),48,Season Engine,FILLED,20/20 (FILLED),READY (Level 10 Video Prompt Active),READY_FOR_PACKAGING,NOT_STARTED,0,NO,Run Video Packager
Impossible Giant Machine,3,Giant Tree,Nature,FILLED (10 Ideas Linked),49,Branch Bridge Machine,FILLED,20/20 (FILLED),READY (Level 10 Video Prompt Active),READY_FOR_PACKAGING,NOT_STARTED,0,NO,Run Video Packager
Impossible Giant Machine,3,Giant Tree,Nature,FILLED (10 Ideas Linked),50,Pollinator Cathedral,FILLED,20/20 (FILLED),READY (Level 10 Video Prompt Active),READY_FOR_PACKAGING,NOT_STARTED,0,NO,Run Video Packager
Impossible Giant Machine,3,Giant Tree,Nature,FILLED (10 Ideas Linked),51,Root Memory Engine,FILLED,20/20 (FILLED),READY (Level 10 Video Prompt Active),READY_FOR_PACKAGING,NOT_STARTED,0,NO,Run Video Packager
Impossible Giant Machine,3,Giant Tree,Nature,FILLED (10 Ideas Linked),52,Worldtree Stabilizer,FILLED,20/20 (FILLED),READY (Level 10 Video Prompt Active),READY_FOR_PACKAGING,NOT_STARTED,0,NO,Run Video Packager
Impossible Giant Machine,4,Palm Tree,Nature,FILLED (10 Ideas Linked),53,Palm Titan Water Crown,FILLED,20/20 (FILLED),READY (Level 10 Video Prompt Active),READY_FOR_PACKAGING,NOT_STARTED,0,NO,Run Video Packager
Impossible Giant Machine,4,Palm Tree,Nature,FILLED (10 Ideas Linked),54,Sun Harvesting Palm Engine,FILLED,20/20 (FILLED),READY (Level 10 Video Prompt Active),READY_FOR_PACKAGING,NOT_STARTED,0,NO,Run Video Packager
Impossible Giant Machine,4,Palm Tree,Nature,FILLED (10 Ideas Linked),55,Palm Root Earth Mover,FILLED,20/20 (FILLED),READY (Level 10 Video Prompt Active),READY_FOR_PACKAGING,NOT_STARTED,0,NO,Run Video Packager
Impossible Giant Machine,4,Palm Tree,Nature,FILLED (10 Ideas Linked),56,Chrono-Palm Growth Engine,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,4,Palm Tree,Nature,FILLED (10 Ideas Linked),57,Palm Wind Orchestra,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,4,Palm Tree,Nature,FILLED (10 Ideas Linked),58,Celestial Coconut Launcher,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,4,Palm Tree,Nature,FILLED (10 Ideas Linked),59,Palm Cloud Factory,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,4,Palm Tree,Nature,FILLED (10 Ideas Linked),60,Frond Solar Sail Array,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,4,Palm Tree,Nature,FILLED (10 Ideas Linked),61,Palm Tree Climate Reactor,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,4,Palm Tree,Nature,FILLED (10 Ideas Linked),62,Infinite Palm Forest Seeder,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,5,Bamboo Forest,Nature,FILLED (10 Ideas Linked),63,The Bamboo Forest Titan Megastructure #1,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,5,Bamboo Forest,Nature,FILLED (10 Ideas Linked),64,The Bamboo Forest Titan Megastructure #2,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,5,Bamboo Forest,Nature,FILLED (10 Ideas Linked),65,The Bamboo Forest Titan Megastructure #3,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,5,Bamboo Forest,Nature,FILLED (10 Ideas Linked),66,The Bamboo Forest Titan Megastructure #4,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,5,Bamboo Forest,Nature,FILLED (10 Ideas Linked),67,The Bamboo Forest Titan Megastructure #5,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,5,Bamboo Forest,Nature,FILLED (10 Ideas Linked),68,The Bamboo Forest Titan Megastructure #6,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,5,Bamboo Forest,Nature,FILLED (10 Ideas Linked),69,The Bamboo Forest Titan Megastructure #7,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,5,Bamboo Forest,Nature,FILLED (10 Ideas Linked),70,The Bamboo Forest Titan Megastructure #8,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,5,Bamboo Forest,Nature,FILLED (10 Ideas Linked),71,The Bamboo Forest Titan Megastructure #9,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,5,Bamboo Forest,Nature,FILLED (10 Ideas Linked),72,The Bamboo Forest Titan Megastructure #10,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,6,Corn Field,Agriculture,FILLED (10 Ideas Linked),23,Colossal Corn Thresher Titan,FILLED,20/20 (FILLED),READY (Level 10 Video Prompt Active),READY_FOR_PACKAGING,NOT_STARTED,0,NO,Run Video Packager
Impossible Giant Machine,6,Corn Field,Agriculture,FILLED (10 Ideas Linked),24,The Solar Corn Silo Walker,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,6,Corn Field,Agriculture,FILLED (10 Ideas Linked),133,The Corn Field Titan Megastructure #3,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,6,Corn Field,Agriculture,FILLED (10 Ideas Linked),134,The Corn Field Titan Megastructure #4,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,6,Corn Field,Agriculture,FILLED (10 Ideas Linked),135,The Corn Field Titan Megastructure #5,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,6,Corn Field,Agriculture,FILLED (10 Ideas Linked),136,The Corn Field Titan Megastructure #6,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,6,Corn Field,Agriculture,FILLED (10 Ideas Linked),137,The Corn Field Titan Megastructure #7,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,6,Corn Field,Agriculture,FILLED (10 Ideas Linked),138,The Corn Field Titan Megastructure #8,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,6,Corn Field,Agriculture,FILLED (10 Ideas Linked),139,The Corn Field Titan Megastructure #9,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,6,Corn Field,Agriculture,FILLED (10 Ideas Linked),140,The Corn Field Titan Megastructure #10,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,7,Wheat Field,Agriculture,FILLED (12 Ideas Linked),11,Colossal Wheat Combine Titan,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,pending_video,1,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,7,Wheat Field,Agriculture,FILLED (12 Ideas Linked),12,The Solar Wheat Sifter,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,pending_video,1,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,7,Wheat Field,Agriculture,FILLED (12 Ideas Linked),13,The Wheat Ocean Harvester,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,7,Wheat Field,Agriculture,FILLED (12 Ideas Linked),14,Titan Sunwheel Irrigator,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,7,Wheat Field,Agriculture,FILLED (12 Ideas Linked),15,Wheat Field Weather Engine,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,7,Wheat Field,Agriculture,FILLED (12 Ideas Linked),16,The Infinite Furrow Walker,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,7,Wheat Field,Agriculture,FILLED (12 Ideas Linked),17,Golden Grain Conveyor City,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,7,Wheat Field,Agriculture,FILLED (12 Ideas Linked),18,Wheatfield Solar Crown,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,7,Wheat Field,Agriculture,FILLED (12 Ideas Linked),19,The Root Network Excavator,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,7,Wheat Field,Agriculture,FILLED (12 Ideas Linked),20,Wheat Sentinel Colossus,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,7,Wheat Field,Agriculture,FILLED (12 Ideas Linked),21,The Atmospheric Grain Elevator,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,7,Wheat Field,Agriculture,FILLED (12 Ideas Linked),22,Chrono-Harvest Megamachine,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,8,Tea Garden,Agriculture,FILLED (10 Ideas Linked),73,Titanic Tea Plucking Colossus,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,8,Tea Garden,Agriculture,FILLED (10 Ideas Linked),74,Skyloom Tea Pruning Ring,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,8,Tea Garden,Agriculture,FILLED (10 Ideas Linked),75,Monsoon Shield Megadome,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,8,Tea Garden,Agriculture,FILLED (10 Ideas Linked),76,Rootwater Planetary Drill,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,8,Tea Garden,Agriculture,FILLED (10 Ideas Linked),77,Tea Garden Climate Engine,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,8,Tea Garden,Agriculture,FILLED (10 Ideas Linked),78,Colossus Leaf Sorting Wheel,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,8,Tea Garden,Agriculture,FILLED (10 Ideas Linked),79,Mountain Compost Walker,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,8,Tea Garden,Agriculture,FILLED (10 Ideas Linked),80,Terrace-Shaping Earth Titan,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,8,Tea Garden,Agriculture,FILLED (10 Ideas Linked),81,Solar Tea Harvesting Cathedral,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,8,Tea Garden,Agriculture,FILLED (10 Ideas Linked),82,Orbital Tea Garden Caretaker,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,9,Banana Plantation,Agriculture,FILLED (10 Ideas Linked),83,The Banana Plantation Titan Megastructure #1,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,9,Banana Plantation,Agriculture,FILLED (10 Ideas Linked),84,The Banana Plantation Titan Megastructure #2,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,9,Banana Plantation,Agriculture,FILLED (10 Ideas Linked),85,The Banana Plantation Titan Megastructure #3,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,9,Banana Plantation,Agriculture,FILLED (10 Ideas Linked),86,The Banana Plantation Titan Megastructure #4,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,9,Banana Plantation,Agriculture,FILLED (10 Ideas Linked),87,The Banana Plantation Titan Megastructure #5,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,9,Banana Plantation,Agriculture,FILLED (10 Ideas Linked),88,The Banana Plantation Titan Megastructure #6,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,9,Banana Plantation,Agriculture,FILLED (10 Ideas Linked),89,The Banana Plantation Titan Megastructure #7,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,9,Banana Plantation,Agriculture,FILLED (10 Ideas Linked),90,The Banana Plantation Titan Megastructure #8,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,9,Banana Plantation,Agriculture,FILLED (10 Ideas Linked),91,The Banana Plantation Titan Megastructure #9,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,9,Banana Plantation,Agriculture,FILLED (10 Ideas Linked),92,The Banana Plantation Titan Megastructure #10,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,10,Apple Orchard,Agriculture,FILLED (10 Ideas Linked),93,Orchard Moon Harvester,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,10,Apple Orchard,Agriculture,FILLED (10 Ideas Linked),94,Titan Root Sculptor,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,10,Apple Orchard,Agriculture,FILLED (10 Ideas Linked),95,Sky Orchard Shepherd,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,10,Apple Orchard,Agriculture,FILLED (10 Ideas Linked),96,Apple Gravity Elevator,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,10,Apple Orchard,Agriculture,FILLED (10 Ideas Linked),97,Colossus Pollination Wheel,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,10,Apple Orchard,Agriculture,FILLED (10 Ideas Linked),98,Orchard Time Engine,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,10,Apple Orchard,Agriculture,FILLED (10 Ideas Linked),99,Titanic Apple Sorter,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,10,Apple Orchard,Agriculture,FILLED (10 Ideas Linked),100,Solar Orchard Furnace,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,10,Apple Orchard,Agriculture,FILLED (10 Ideas Linked),101,Planetary Pruning Spider,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,10,Apple Orchard,Agriculture,FILLED (10 Ideas Linked),102,Infinite Orchard Conveyor,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,11,Sunflower Field,Agriculture,FILLED (10 Ideas Linked),103,Solar Titan Harvester,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,11,Sunflower Field,Agriculture,FILLED (10 Ideas Linked),104,Sunflower Skywheel,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,11,Sunflower Field,Agriculture,FILLED (10 Ideas Linked),105,Helios Field Cathedral,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,11,Sunflower Field,Agriculture,FILLED (10 Ideas Linked),106,Titanic Sun Tracker,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,11,Sunflower Field,Agriculture,FILLED (10 Ideas Linked),107,The Golden Root Engine,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,11,Sunflower Field,Agriculture,FILLED (10 Ideas Linked),108,Sunflower Leviathan,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,11,Sunflower Field,Agriculture,FILLED (10 Ideas Linked),109,Petal Storm Generator,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
Impossible Giant Machine,11,Sunflower Field,Agriculture,FILLED (10 Ideas Linked),110,The Million-Arm Pollinator,FILLED,0/20 (BLANK),BLANK (Needs 1-10 Escalation),BLANK,NOT_STARTED,0,NO,Run Prompt Escalation Fillup
