id,uuid,pipeline_run_id,channel_id,idea_id,stage_number,stage_name,status,retry_count,max_retries,error_message,executed_at,completed_at
31,bccbc797-5763-4229-96dc-2024a9f7cb41,2,2,1,11,STAGE_11_VIDEO_GENERATION,TICK,1,3,,2026-08-11 17:18:32.616721,2026-08-11 17:18:32.641465
32,129e1eae-188c-4cdc-b5ae-d098f8e2804a,2,2,1,12,STAGE_12_VIDEO_QUALITY_AUDIT,PENDING,0,3,,,
33,acb95260-a69e-4acb-941b-4c4866245d4f,2,2,1,13,STAGE_13_AUDIO_VOICEOVER_GEN,PENDING,0,3,,,
34,2b34e126-f6c9-4394-b8c0-bdd293aa2a02,2,2,1,14,STAGE_14_AUDIO_SFX_BGM_GEN,PENDING,0,3,,,
35,d55fd837-550f-4507-9ece-6f7f165c78ba,2,2,1,15,STAGE_15_SUBTITLE_HUD_RENDER,PENDING,0,3,,,
36,fe082767-a130-432c-9108-8723d7f99f0c,2,2,1,16,STAGE_16_VIDEO_ASSEMBLY_STITCH,PENDING,0,3,,,
37,bc64719b-c49a-4dd2-a12a-4595f33f81e9,2,2,1,17,STAGE_17_METADATA_SEO_GEN,PENDING,0,3,,,
38,d821628b-22fa-457c-a22f-3c5de2648f8e,2,2,1,18,STAGE_18_FINAL_VIDEO_RENDER,PENDING,0,3,,,
39,a9ed01a7-3ddb-4342-9be9-a00bad95871e,2,2,1,19,STAGE_19_YOUTUBE_UPLOAD,PENDING,0,3,,,
40,c4faef47-2dee-418b-a999-0badbf54c932,2,2,1,20,STAGE_20_YOUTUBE_PUBLISH,PENDING,0,3,,,
41,b06d7e69-129f-4544-b728-75da81759ea9,3,1,1,1,STAGE_01_ELEMENT_SELECTION,TICK,0,3,,,2026-08-11 17:40:44.602168
42,77f31097-bd90-49ba-9210-4d9b9490fd86,3,1,1,2,STAGE_02_CATEGORY_MATCHING,TICK,0,3,,,2026-08-11 17:40:44.602168
43,c57a503d-9790-4aba-8a77-6863d1365161,3,1,1,3,STAGE_03_IDEA_GENERATION,TICK,0,3,,,2026-08-11 17:40:44.602168
44,9f534871-816d-4e36-9f58-696a5fbd3c7a,3,1,1,4,STAGE_04_IDEA_DUPLICATE_CHECK,TICK,0,3,,,2026-08-11 17:40:44.602168
45,a51b6f4b-b0fa-4cf1-8eed-17e771240d84,3,1,1,5,STAGE_05_ESCALATION_PROMPTING,TICK,0,3,,,2026-08-11 17:40:44.605169
46,4d0d75fb-4ed6-4446-8ba2-ada94d3385bb,3,1,1,6,STAGE_06_SHOT_DECOMPOSITION,TICK,0,3,,,2026-08-11 17:40:44.605694
47,1974f9e3-11f0-446d-b122-067f9ca73fbe,3,1,1,7,STAGE_07_IMAGE_PROMPT_PREP,TICK,0,3,,,2026-08-11 17:40:44.605780
48,5eb75fda-5355-4878-a532-f70e817baf76,3,1,1,8,STAGE_08_IMAGE_GENERATION,TICK,0,3,,,2026-08-11 17:40:44.606355
49,df406f3d-d116-497a-90f7-3fbb1378e8ef,3,1,1,9,STAGE_09_IMAGE_QUALITY_AUDIT,TICK,0,3,,,2026-08-11 17:40:44.606930
50,e545c164-cb6a-482a-9320-63dcecafd20c,3,1,1,10,STAGE_10_VIDEO_PROMPT_PREP,TICK,0,3,,,2026-08-11 17:40:44.607515
51,c7b03039-1e8f-4115-877f-2701c286d84d,3,1,1,11,STAGE_11_VIDEO_GENERATION,TICK,0,3,,,2026-08-11 17:40:44.607515
52,50c5daff-5c6f-43a6-a949-1562707831d3,3,1,1,12,STAGE_12_VIDEO_QUALITY_AUDIT,TICK,0,3,,,2026-08-11 17:40:44.608053
53,78552b86-f710-4a06-b580-5ef4ae43b030,3,1,1,13,STAGE_13_AUDIO_VOICEOVER_GEN,TICK,0,3,,,2026-08-11 17:40:44.608053
54,848b9f9c-dfed-4ef5-9f78-c5cd38e34733,3,1,1,14,STAGE_14_AUDIO_SFX_BGM_GEN,TICK,0,3,,,2026-08-11 17:40:44.608588
55,db751887-8d7c-408b-8a06-47951eb304ed,3,1,1,15,STAGE_15_SUBTITLE_HUD_RENDER,TICK,0,3,,,2026-08-11 17:40:44.608588
56,de9de830-4d32-4843-9c1a-664ecf1ccc31,3,1,1,16,STAGE_16_VIDEO_ASSEMBLY_STITCH,TICK,0,3,,,2026-08-11 17:40:44.609137
57,4877e5b8-b6fd-4952-b51b-c6f925e708fd,3,1,1,17,STAGE_17_METADATA_SEO_GEN,TICK,0,3,,,2026-08-11 17:40:44.609679
58,1784016e-97b6-498d-ac68-c729af0e1976,3,1,1,18,STAGE_18_FINAL_VIDEO_RENDER,TICK,0,3,,,2026-08-11 17:40:44.609679
59,14ca1726-a4d2-4ba0-b21e-2fe132be9c8b,3,1,1,19,STAGE_19_YOUTUBE_UPLOAD,TICK,0,3,,,2026-08-11 17:40:44.609679
60,f4df4740-6c0c-47bc-b839-846a257bc874,3,1,1,20,STAGE_20_YOUTUBE_PUBLISH,TICK,0,3,,,2026-08-11 17:40:44.609679
61,7cba3499-6ee1-42bd-8c9c-3769ced6e11c,4,1,2,1,STAGE_01_ELEMENT_SELECTION,TICK,0,3,,,2026-08-11 17:40:58.469768
62,94935a8f-b391-48b8-9015-43210d59a21c,4,1,2,2,STAGE_02_CATEGORY_MATCHING,TICK,0,3,,,2026-08-11 17:40:58.469768
63,1492c54b-1ccf-401b-be6e-28c4f1d2cfc5,4,1,2,3,STAGE_03_IDEA_GENERATION,TICK,0,3,,,2026-08-11 17:40:58.476288
64,c9820dc6-363f-4d6a-a690-20831c56aa75,4,1,2,4,STAGE_04_IDEA_DUPLICATE_CHECK,TICK,0,3,,,2026-08-11 17:40:58.476288
65,566bf0ea-c1a5-4183-98c3-a0b67e975c62,4,1,2,5,STAGE_05_ESCALATION_PROMPTING,TICK,0,3,,,2026-08-11 17:40:58.476288
66,7998f8df-2323-425f-9fa3-e7f8bc8a0be7,4,1,2,6,STAGE_06_SHOT_DECOMPOSITION,TICK,0,3,,,2026-08-11 17:40:58.476288
67,270f3baf-d594-4b22-adae-c049b516543e,4,1,2,7,STAGE_07_IMAGE_PROMPT_PREP,TICK,0,3,,,2026-08-11 17:40:58.476288
68,dd7cb6bb-c15a-4816-9f3b-81ecf64336b6,4,1,2,8,STAGE_08_IMAGE_GENERATION,TICK,0,3,,,2026-08-11 17:40:58.477821
69,c960ee12-3511-4928-abe6-e3d7272fa44f,4,1,2,9,STAGE_09_IMAGE_QUALITY_AUDIT,TICK,0,3,,,2026-08-11 17:40:58.477821
70,28be568e-a7c3-4dca-a73a-4a2949c820b5,4,1,2,10,STAGE_10_VIDEO_PROMPT_PREP,TICK,0,3,,,2026-08-11 17:40:58.477821
71,03bd7f60-92a8-4ff9-9f93-a943db594401,4,1,2,11,STAGE_11_VIDEO_GENERATION,TICK,0,3,,,2026-08-11 17:40:58.477821
72,3a580a44-4ea8-4c73-91e7-b9eaa2692505,4,1,2,12,STAGE_12_VIDEO_QUALITY_AUDIT,TICK,0,3,,,2026-08-11 17:40:58.477821
73,208eb323-8f55-466e-bd51-90b4e0ef9773,4,1,2,13,STAGE_13_AUDIO_VOICEOVER_GEN,TICK,0,3,,,2026-08-11 17:40:58.477821
74,ac315f9c-9ff7-4b07-8d39-9300ec033f3c,4,1,2,14,STAGE_14_AUDIO_SFX_BGM_GEN,TICK,0,3,,,2026-08-11 17:40:58.477821
75,5305f6d7-15ef-48c4-aab2-2a7c541cfa84,4,1,2,15,STAGE_15_SUBTITLE_HUD_RENDER,TICK,0,3,,,2026-08-11 17:40:58.477821
76,c4fb1f0b-89bf-4c03-92c1-b7629756abf1,4,1,2,16,STAGE_16_VIDEO_ASSEMBLY_STITCH,TICK,0,3,,,2026-08-11 17:40:58.477821
77,b694e489-b46a-43d4-9e28-af58455d42b7,4,1,2,17,STAGE_17_METADATA_SEO_GEN,TICK,0,3,,,2026-08-11 17:40:58.477821
78,c4eedb0f-2049-4b6c-b1bd-1048318ed53c,4,1,2,18,STAGE_18_FINAL_VIDEO_RENDER,TICK,0,3,,,2026-08-11 17:40:58.477821
79,ed03e878-3314-4043-b4b4-42f90c48d4ed,4,1,2,19,STAGE_19_YOUTUBE_UPLOAD,TICK,0,3,,,2026-08-11 17:40:58.477821
80,8eeba4bb-41fb-4d18-8e10-d56ef69d41f2,4,1,2,20,STAGE_20_YOUTUBE_PUBLISH,TICK,0,3,,,2026-08-11 17:40:58.481344
81,966c5533-18c3-46a3-accd-4d525278d2dc,5,1,1,1,STAGE_01_ELEMENT_SELECTION,TICK,0,3,,,2026-08-11 17:48:18.479682
82,87e677fe-48fe-45a8-8205-f520ac886970,5,1,1,2,STAGE_02_CATEGORY_MATCHING,TICK,0,3,,,2026-08-11 17:48:18.481179
83,f7365114-021b-4f4c-90aa-185ea998d9d8,5,1,1,3,STAGE_03_IDEA_GENERATION,TICK,0,3,,,2026-08-11 17:48:18.481756
84,65d5dc9b-4c7f-4fc0-be68-3fa83dcb7d4e,5,1,1,4,STAGE_04_IDEA_DUPLICATE_CHECK,TICK,0,3,,,2026-08-11 17:48:18.482302
85,ae5ce96d-1bb0-4826-ab68-037e5f34aa3b,5,1,1,5,STAGE_05_ESCALATION_PROMPTING,TICK,0,3,,,2026-08-11 17:48:18.482336
86,e9006cb1-fb18-48e7-952d-f985ba772d01,5,1,1,6,STAGE_06_SHOT_DECOMPOSITION,TICK,0,3,,,2026-08-11 17:48:18.482908
87,71c86207-13b5-4f73-a868-6ee810ab86f7,5,1,1,7,STAGE_07_IMAGE_PROMPT_PREP,TICK,0,3,,,2026-08-11 17:48:18.483476
88,3db6130d-71df-434b-b4bb-e032a84e7858,5,1,1,8,STAGE_08_IMAGE_GENERATION,TICK,0,3,,,2026-08-11 17:48:18.484035
89,f2f0a4d6-4753-414b-bdcf-b8867e6280bb,5,1,1,9,STAGE_09_IMAGE_QUALITY_AUDIT,TICK,0,3,,,2026-08-11 17:48:18.484035
90,2a033bd3-0dd1-402c-a943-dd63b7331527,5,1,1,10,STAGE_10_VIDEO_PROMPT_PREP,TICK,0,3,,,2026-08-11 17:48:18.484583
91,5d034fca-f8a4-4a1c-ae76-486ba1f4b2cd,5,1,1,11,STAGE_11_VIDEO_GENERATION,TICK,0,3,,,2026-08-11 17:48:18.484583
92,9348bb03-5165-46b5-92d6-07e8f0cd69f8,5,1,1,12,STAGE_12_VIDEO_QUALITY_AUDIT,TICK,0,3,,,2026-08-11 17:48:18.485126
93,0b16c848-0b3a-4d83-975d-4eee7cd0abd0,5,1,1,13,STAGE_13_AUDIO_VOICEOVER_GEN,TICK,0,3,,,2026-08-11 17:48:18.485876
94,76254755-4207-4728-bd95-8f009b016e16,5,1,1,14,STAGE_14_AUDIO_SFX_BGM_GEN,TICK,0,3,,,2026-08-11 17:48:18.485876
95,28592f4a-f539-4a80-a2a7-3a2934037fbb,5,1,1,15,STAGE_15_SUBTITLE_HUD_RENDER,TICK,0,3,,,2026-08-11 17:48:18.486405
96,25c14ba1-b75a-4b2c-b444-56a88631ff02,5,1,1,16,STAGE_16_VIDEO_ASSEMBLY_STITCH,TICK,0,3,,,2026-08-11 17:48:18.486405
97,652e3c28-7a97-4287-afd1-90ea1002519d,5,1,1,17,STAGE_17_METADATA_SEO_GEN,TICK,0,3,,,2026-08-11 17:48:18.486405
98,c2aae702-0cbe-458c-8a39-0f4f09c8255f,5,1,1,18,STAGE_18_FINAL_VIDEO_RENDER,TICK,0,3,,,2026-08-11 17:48:18.486405
99,fbaeaf19-392a-4f3c-9be7-98b7150aebe5,5,1,1,19,STAGE_19_YOUTUBE_UPLOAD,TICK,0,3,,,2026-08-11 17:48:18.486405
100,555e09bb-3884-4262-ae2f-fd11a6d4ae7f,5,1,1,20,STAGE_20_YOUTUBE_PUBLISH,TICK,0,3,,,2026-08-11 17:48:18.486405
101,6c5977cc-5ad1-4456-9b69-714ed1795be0,6,1,1,1,STAGE_01_ELEMENT_SELECTION,TICK,0,3,,,2026-08-11 17:48:58.097962
102,6c006ba0-447d-4ab5-9366-36864569444e,6,1,1,2,STAGE_02_CATEGORY_MATCHING,TICK,0,3,,,2026-08-11 17:48:58.097962
103,b05f22fc-cd7e-4672-8d87-ab5a7305cbca,6,1,1,3,STAGE_03_IDEA_GENERATION,TICK,0,3,,,2026-08-11 17:48:58.097962
104,a5ff2e84-86a8-4b78-87b0-8ed7251b3a99,6,1,1,4,STAGE_04_IDEA_DUPLICATE_CHECK,TICK,0,3,,,2026-08-11 17:48:58.097962
105,464c885f-7278-45b6-8f0d-aa423a2233e2,6,1,1,5,STAGE_05_ESCALATION_PROMPTING,TICK,0,3,,,2026-08-11 17:48:58.097962
106,69f5bbbb-a7e1-43f0-bf9d-b3fa1f3be3c5,6,1,1,6,STAGE_06_SHOT_DECOMPOSITION,TICK,0,3,,,2026-08-11 17:48:58.097962
107,cb12e1f9-f974-45da-94ca-d66bd52a5a35,6,1,1,7,STAGE_07_IMAGE_PROMPT_PREP,TICK,0,3,,,2026-08-11 17:48:58.097962
108,98bc68ea-a39b-46f7-bad5-5238501f9c3a,6,1,1,8,STAGE_08_IMAGE_GENERATION,TICK,0,3,,,2026-08-11 17:48:58.113584
109,0a194dfc-84d3-4a31-b354-5379119c0011,6,1,1,9,STAGE_09_IMAGE_QUALITY_AUDIT,TICK,0,3,,,2026-08-11 17:48:58.113584
110,9c511d1b-f87e-45c2-866f-dfc0d63b8186,6,1,1,10,STAGE_10_VIDEO_PROMPT_PREP,TICK,0,3,,,2026-08-11 17:48:58.113584
111,110819c2-f4a5-4bb5-ac8c-f5d4427776be,6,1,1,11,STAGE_11_VIDEO_GENERATION,TICK,0,3,,,2026-08-11 17:48:58.113584
112,ea97cd8b-2869-48e5-ab09-fe3a23c52821,6,1,1,12,STAGE_12_VIDEO_QUALITY_AUDIT,TICK,0,3,,,2026-08-11 17:48:58.113584
113,7e1dbf9e-6e95-49ed-9a26-a71ba8f4f90c,6,1,1,13,STAGE_13_AUDIO_VOICEOVER_GEN,TICK,0,3,,,2026-08-11 17:48:58.113584
114,e0b3f4e8-6668-49f0-9e3e-7873c58df72c,6,1,1,14,STAGE_14_AUDIO_SFX_BGM_GEN,TICK,0,3,,,2026-08-11 17:48:58.113584
115,a257a9eb-88ce-4c25-ad98-ad1fd74412c0,6,1,1,15,STAGE_15_SUBTITLE_HUD_RENDER,TICK,0,3,,,2026-08-11 17:48:58.113584
116,a1cd3318-0d34-4337-b67f-2762008eef4d,6,1,1,16,STAGE_16_VIDEO_ASSEMBLY_STITCH,TICK,0,3,,,2026-08-11 17:48:58.113584
117,73030d6c-3f26-4e74-9af7-89922c15b542,6,1,1,17,STAGE_17_METADATA_SEO_GEN,TICK,0,3,,,2026-08-11 17:48:58.113584
118,0aebdb57-9efc-4dcf-9bc8-a6a3e0310661,6,1,1,18,STAGE_18_FINAL_VIDEO_RENDER,TICK,0,3,,,2026-08-11 17:48:58.113584
119,e1da8d16-0657-43ba-809c-a6c12a323ab6,6,1,1,19,STAGE_19_YOUTUBE_UPLOAD,TICK,0,3,,,2026-08-11 17:48:58.113584
120,8766ad17-0439-4c13-8d66-772033661489,6,1,1,20,STAGE_20_YOUTUBE_PUBLISH,TICK,0,3,,,2026-08-11 17:48:58.113584
121,97aa7f23-e9ae-46f3-9307-57d8ca2fa945,7,1,1,1,STAGE_01_ELEMENT_SELECTION,TICK,0,3,,,2026-08-11 17:58:28.542257
122,01d7f7cb-aac3-4a72-8c2d-65201d2da00e,7,1,1,2,STAGE_02_CATEGORY_MATCHING,TICK,0,3,,,2026-08-11 17:58:28.542257
123,e7029640-6831-44ba-aa9e-bfafdfca28d9,7,1,1,3,STAGE_03_IDEA_GENERATION,TICK,0,3,,,2026-08-11 17:58:28.542257
124,86cbb4ea-455f-4c78-9389-abfd6edcbe3f,7,1,1,4,STAGE_04_IDEA_DUPLICATE_CHECK,TICK,0,3,,,2026-08-11 17:58:28.542257
125,88822c56-9222-4a99-bb01-e483bd0e154f,7,1,1,5,STAGE_05_ESCALATION_PROMPTING,TICK,0,3,,,2026-08-11 17:58:28.542257
126,5b40990a-c321-4834-b0e6-e0a56522ea2e,7,1,1,6,STAGE_06_SHOT_DECOMPOSITION,TICK,0,3,,,2026-08-11 17:58:28.542257
127,fe6aeda1-aec1-4bfc-886b-5dab5c2a0e88,7,1,1,7,STAGE_07_IMAGE_PROMPT_PREP,TICK,0,3,,,2026-08-11 17:58:28.542257
128,0673a35c-cb4b-42f6-a0f5-e85a6c28fead,7,1,1,8,STAGE_08_IMAGE_GENERATION,TICK,0,3,,,2026-08-11 17:58:28.542257
129,ae988a3d-661e-4381-9a9f-e5bd93e8da46,7,1,1,9,STAGE_09_IMAGE_QUALITY_AUDIT,TICK,0,3,,,2026-08-11 17:58:28.542257
130,474e7356-ec2b-42cc-9256-1cf46487fe40,7,1,1,10,STAGE_10_VIDEO_PROMPT_PREP,TICK,0,3,,,2026-08-11 17:58:28.542257
131,4f99b6ff-1b9d-46e1-9cb6-32c3c7ca7ea7,7,1,1,11,STAGE_11_VIDEO_GENERATION,TICK,0,3,,,2026-08-11 17:58:28.542257
132,6f4ced1b-f4d8-41f0-adb3-0039d606d302,7,1,1,12,STAGE_12_VIDEO_QUALITY_AUDIT,TICK,0,3,,,2026-08-11 17:58:28.542257
133,b21e1410-8b60-48b8-b197-88b72f6cf5b3,7,1,1,13,STAGE_13_AUDIO_VOICEOVER_GEN,TICK,0,3,,,2026-08-11 17:58:28.542257
134,7446be59-966b-45e1-befc-637062b2a595,7,1,1,14,STAGE_14_AUDIO_SFX_BGM_GEN,TICK,0,3,,,2026-08-11 17:58:28.542257
135,1889cedf-dc5b-4246-b7d3-7741f4954e2f,7,1,1,15,STAGE_15_SUBTITLE_HUD_RENDER,TICK,0,3,,,2026-08-11 17:58:28.547257
136,f362b5ba-dc6e-4365-af6c-3c205011a4ec,7,1,1,16,STAGE_16_VIDEO_ASSEMBLY_STITCH,TICK,0,3,,,2026-08-11 17:58:28.547257
137,1bb0f493-46db-426f-be50-88416783ec20,7,1,1,17,STAGE_17_METADATA_SEO_GEN,TICK,0,3,,,2026-08-11 17:58:28.547257
138,d62c24a4-6c05-4add-8f50-9988a76e9f83,7,1,1,18,STAGE_18_FINAL_VIDEO_RENDER,TICK,0,3,,,2026-08-11 17:58:28.547257
139,ef963a7a-0e55-4d97-a34e-c5f13163af17,7,1,1,19,STAGE_19_YOUTUBE_UPLOAD,TICK,0,3,,,2026-08-11 17:58:28.547257
140,1fecee7d-37c0-4157-a0db-9201cab577f9,7,1,1,20,STAGE_20_YOUTUBE_PUBLISH,TICK,0,3,,,2026-08-11 17:58:28.547257
141,bc597246-39c2-43e0-83aa-c15a9037ff99,8,1,4,1,STAGE_01_ELEMENT_SELECTION,TICK,0,3,,,2026-08-14 18:44:34.773088
142,80d2d435-5db1-4fc0-817f-2ae09717bd08,8,1,4,2,STAGE_02_CATEGORY_MATCHING,TICK,0,3,,,2026-08-14 18:44:34.774090
143,935a10d3-9bbc-4217-9d11-a7329b85a6dc,8,1,4,3,STAGE_03_IDEA_GENERATION,TICK,0,3,,,2026-08-14 18:44:34.774090
144,05951a4a-00f2-40aa-a98a-0b95a32d45c2,8,1,4,4,STAGE_04_IDEA_DUPLICATE_CHECK,TICK,0,3,,,2026-08-14 18:44:34.774090
145,3b5bdfe3-5a5e-46f6-9f2e-0561c6c23add,8,1,4,5,STAGE_05_ESCALATION_PROMPTING,TICK,0,3,,,2026-08-14 18:44:34.774090
146,03a1b11e-70d8-4625-b920-b2bbd6058ca1,8,1,4,6,STAGE_06_SHOT_DECOMPOSITION,TICK,0,3,,,2026-08-14 18:44:34.775081
147,72cc5c28-512c-4e50-b836-e52e028a8e17,8,1,4,7,STAGE_07_IMAGE_PROMPT_PREP,TICK,0,3,,,2026-08-14 18:44:34.775081
148,1c8ca0f1-547d-4906-aecc-7ba8d55509ac,8,1,4,8,STAGE_08_IMAGE_GENERATION,TICK,0,3,,,2026-08-14 18:44:34.776083
149,41d00098-4a62-4aa4-925b-b79014689db8,8,1,4,9,STAGE_09_IMAGE_QUALITY_AUDIT,TICK,0,3,,,2026-08-14 18:44:34.776083
150,e6a15a94-f5d7-4280-926a-eccdba91f737,8,1,4,10,STAGE_10_VIDEO_PROMPT_PREP,TICK,0,3,,,2026-08-14 18:44:34.777083
151,58d2de84-2719-491e-ae2c-f58318b5b9ab,8,1,4,11,STAGE_11_VIDEO_GENERATION,TICK,0,3,,,2026-08-14 18:44:34.777083
152,3bc8d904-71f0-4f60-a912-bc13ddd73e05,8,1,4,12,STAGE_12_VIDEO_QUALITY_AUDIT,TICK,0,3,,,2026-08-14 18:44:34.778083
153,7ed87c8d-9f1f-47ab-8ba1-de1df1503b86,8,1,4,13,STAGE_13_AUDIO_VOICEOVER_GEN,TICK,0,3,,,2026-08-14 18:44:34.778083
154,84e5a01b-3ccd-41ef-bc26-359d77c768d6,8,1,4,14,STAGE_14_AUDIO_SFX_BGM_GEN,TICK,0,3,,,2026-08-14 18:44:34.778083
155,9c6cef6d-bae4-46de-aad5-699715a84c9b,8,1,4,15,STAGE_15_SUBTITLE_HUD_RENDER,TICK,0,3,,,2026-08-14 18:44:34.778083
156,68dafb77-81f7-4dc6-9c35-ca4f3e3df824,8,1,4,16,STAGE_16_VIDEO_ASSEMBLY_STITCH,TICK,0,3,,,2026-08-14 18:44:34.778083
157,c6e67453-281c-471b-bdf3-fa431f9aa3b9,8,1,4,17,STAGE_17_METADATA_SEO_GEN,TICK,0,3,,,2026-08-14 18:44:34.779080
158,7e16983e-8c0e-4ebc-a316-df094a4a91cc,8,1,4,18,STAGE_18_FINAL_VIDEO_RENDER,TICK,0,3,,,2026-08-14 18:44:34.779080
159,06c9bb37-9f78-4f57-b2c5-c0bca34d817e,8,1,4,19,STAGE_19_YOUTUBE_UPLOAD,TICK,0,3,,,2026-08-14 18:44:34.779080
160,95d87861-0634-4ddb-bae2-515d9e415886,8,1,4,20,STAGE_20_YOUTUBE_PUBLISH,TICK,0,3,,,2026-08-14 18:44:34.779080
